ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Still Pimpin ' ( Album Version ( Explicit ) ) [ feat . Kamikazi ] [ Explicit ],David Guetta,David Banner,One Love ( Deluxe Version ),Mississippi-The Album ( Explicit Version ),"Dance , Music",Pop,$1.29 ,$0.99 ,2010 Gum Prod licence exclusive Parlophone Music France,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",02:51,07:11,21-Aug-09,20-May-03
Party People ( feat . Jaren Johnston ),This Is How We Roll ( Remix ) [ feat . Luke Bryan ],Florida Georgia Line,Florida Georgia Line,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),This Is How We Roll ( Remix ),"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",Pop,$1.29 ,$1.29 ,"_ ã_ 2013 Big Machine Label Group , LLC","( C ) 2014 Big Machine Label Group , LLC",03:40,03:27,25-Nov-13,4-Jun-14
You Gon na Fly,You Gon na Fly,Keith Urban,Keith Urban,Get Closer ( Deluxe Version ),Get Closer ( Deluxe Version ),"Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock",Country,$1.29 ,$1.29 ,"_ ã_ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37",( C ) 2011 Hit Red Records under exclusive license to Capitol Records Nashville,03:36,03:36,22-Feb-11,22-Feb-11
I Have Seen the Rain ( Featuring James T. Moore ),I Have Seen The Rain ( Featuring James T. Moore ) ( Main Version ),P!nk featuring James T. Moore,P!nk,I 'm Not Dead,I 'm Not Dead [ Explicit ],"Pop , Music , Electronic , R&B / Soul , Pop/Rock , Dance","Dance & Electronic , Pop , R&B",$0.99 ,$0.99 ,"2006 RCA/JIVE Label Group , a unit of Sony Music Entertainment","( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",03:29,03:29,4-Mar-06,4-Apr-06
Billy,Billy,Keith Urban,Keith Urban,In the Ranch,Keith Urban In The Ranch,"Country , Music , Honky Tonk , Contemporary Country",Country,$1.29 ,$1.29 ,1997 Capitol Nashville,( c ) 1997 Capitol Nashville,03:46,03:46,1997,10-Feb-04
We 'll Be Coming Back ( feat . Example ) [ Jacob Plant Remix ],How Deep Is Your Love ( Chris Lake Remix ),Calvin Harris,Calvin Harris & Disciples,We 'll Be Coming Back ( feat . Example ) [ Remixes ],How Deep Is Your Love ( Remixes ),"Dance , Music , R&B / Soul , Electronic",Dance & Electronic,$1.29 ,$1.29 ,2013 Sony Music Entertainment UK Limited,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",05:02,05:06,5-Feb-13,7-Aug-15
"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Club Killers Remix ]",David Guetta,David Guetta,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes EP ]","Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",2015 Michelle Kelly,04:42,04:01,12-May-15,12-May-15
Get Free ( Andy C remix ),Keep It Goin ' Louder ( Savage Skulls Remix ) [ Explicit ],Major Lazer,Major Lazer,Get Free - Single,Keep It Goin ' Louder ( Maxi Single ) [ Explicit ],"Electronic , Music , Dance , Rock , Electronica","Electronica , Dance & Electronic",$1.29 ,$0.99 ,2013 Secretly Canadian / Mad Decent,"( C ) 2009 Downtown Music , LLC . Downtown Records is a trademark of Downtown Music , LLC .",05:31,05:03,27-Feb-13,21-Dec-09
Money Right ( feat . Rick Ross & Brisco ),In The Ayer ( feat . will.I.am ),Flo Rida,Flo Rida,Mail On Sunday,Mail On Sunday [ Clean ],"Hip-Hop/Rap , Music , Pop , Dirty South","Rap & Hip-Hop , Southern Rap , Pop Rap",$1.29 ,$1.29 ,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2013 Warner Bros. . Records Inc.,03:16,03:40,18-Mar-08,18-Mar-08
Going Away For a While,Going Away For A While,Brett Eldredge,Brett Eldredge,Illinois,Illinois,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",Country,$1.29 ,$1.29 ,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,( c ) Phonotype,03:13,03:15,11-Sep-15,11-Sep-15
Whateva ( feat . Monty ),Whateva ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap,Fetty Wap ( Deluxe ),Fetty Wap ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,Album Only,$1.29 ,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,05:11,,25-Sep-15
The Whisperer ( feat . Sia ),No Money no Love ( feat . Elliphant & Ms. Dynamite ),David Guetta,David Guetta,Listen,Listen ( Deluxe ),"Dance , Music , Electronic , House , Rock , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",2015 If Moving Your Mine,03:54,03:57,24-Nov-14,24-Nov-14
Medicated ( feat . Chevy Woods & Juicy J ),Initiation ( feat . Lola Monroe ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C.,O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:30,04:29,4-Dec-12,4-Dec-12
Who 's That Chick ? ( feat . Rihanna ) [ Single Version ],When Love Takes Over ( Feat . Kelly Rowland - Electro Extended ),David Guetta & Rihanna,David Guetta,Who 's That Chick ( feat . Rihanna ) - EP,When Love Takes Over ( feat . Kelly Rowland ),"House , Music , Dance , Rock , Electronic",Dance & Electronic,$0.99 ,$0.99 ,2010 Gum Prod licence exclusive Parlophone Music France,"( C ) 2015 The Valory Music Co. , LLC",02:45,08:20,3-Dec-10,5-May-09
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],On The Dancefloor ( Feat . Will I Am & Apl De Ap ; Continuous Mix Version ),David Guetta,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,02:51,04:16,21-Aug-09,21-Aug-09
Crew Love ( feat . The Weeknd ),All Me [ feat . 2 Chainz ] [ Explicit ],Drake,Drake,Take Care ( Deluxe Version ),Nothing Was The Same ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music",Rap & Hip-Hop,$1.29 ,$1.29 ,_ ã_ 2011 Cash Money Records Inc.,( C ) 2013 Cash Money Records Inc.,03:28,04:30,15-Nov-11,24-Sep-13
Through the Ghost,Through the Ghost,Shinedown,Shinedown,The Studio Album Collection,The Studio Album Collection,"Rock , Music",Rock,$1.29 ,$1.29 ,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,04:01,04:01,8-Nov-13,8-Nov-13
We Dem Boyz,"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ]",Wiz Khalifa,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",Rap & Hip-Hop,$1.99 ,$1.29 ,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,03:56,05:19,19-Aug-14,19-Aug-14
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],I 'll Keep Loving you ( feat . Birdy & Jaymes Young ),David Guetta,David Guetta,Listen ( Deluxe Version ),Listen,"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",2015 If Moving Your Mine,03:20,03:08,24-Nov-14,24-Nov-14
Bad Blood ( Karaoke Version ),Bad Blood,Taylor Swift,Taylor Swift,Taylor Swift Karaoke : 1989,1989,"Pop , Music",Pop,$1.29 ,$1.29 ,"_ ã_ 2014 Big Machine Records , LLC","( C ) 2014 Big Machine Records , LLC .",03:29,03:31,3-Mar-15,27-Oct-14
Epilogue ( feat . George the Poet ),Lifted [ feat . Emeli Sand_ © ],Naughty Boy,Naughty Boy,Hotel Cabana,Hotel Cabana [ Explicit ],"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",Pop,$1.29 ,$1.29 ,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,01:28,03:17,6-May-14,6-May-14
We Know,We Know,Fifth Harmony,Fifth Harmony,Reflection,Reflection,"Pop , Music , R&B / Soul , Teen Pop , Dance , Rock",Pop,$1.29 ,$1.29 ,"2014 , 2015 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment","( C ) 2012 Big Machine Records , LLC .",02:57,02:57,30-Jan-15,30-Jan-15
Follow You Down ( feat . Bright Lights ),Spectrum [ feat . Matthew Koma ],Zedd,Zedd,Clarity ( Deluxe Edition ),Clarity,"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,_ ã_ 2013 Interscope Records,( C ) 2012 Interscope Records,05:47,04:03,24-Sep-13,9-Oct-12
The Whisperer ( feat . Sia ),Goodbye Friend ( feat . The Script ),David Guetta,David Guetta,Listen,Listen,"Dance , Music , Electronic , House , Rock , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",2015 If Moving Your Mine,03:54,03:49,24-Nov-14,24-Nov-14
Are You Leaving With Him,Are You Leaving With Him,Luke Bryan,Luke Bryan,Spring Break ... Checkin ' Out,Spring Break ... Checkin ' Out,"Country , Music , Contemporary Country",Country,$1.29 ,$1.29 ,2015 Capitol Records Nashville,( C ) 2015 Capitol Records Nashville,03:23,03:24,10-Mar-15,10-Mar-15
The Whisperer ( feat . Sia ),Listen ( feat . John Legend ),David Guetta,David Guetta,Listen,Listen,"Dance , Music , Electronic , House , Rock , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",2015 If Moving Your Mine,03:54,03:46,24-Nov-14,24-Nov-14
Make It Bun Dem ( Alvin Risk Remix ),Make It Bun Dem ( David Heartbreak Remix ),Skrillex & Damian `` Jr. . Gong '' Marley,Skrillex & Damian Jr Gong '' Marley '',Make It Bun Dem After Hours ( Remixes ),Make It Bun Dem After Hours EP,"Dance , Music , Electronic",Dance & Electronic,$1.29 ,$1.29 ,2012 OWSLA and Big Beat Records for the United States and WEA International for the world outside the United States .,2015 RGK,03:58,03:29,28-Aug-12,28-Aug-12
Better Than Words,Better Than Words,One Direction,One Direction,Midnight Memories,Midnight Memories ( Deluxe ),"Pop , Music , Rock , Pop/Rock , Teen Pop , Dance",Pop,$1.29 ,$1.29 ,2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,"( C ) 2014 Disney Enterprises , Inc.",03:27,03:28,25-Nov-13,25-Nov-13
The Whisperer ( feat . Sia ),"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack )",David Guetta,David Guetta,Listen,Listen ( Deluxe ),"Dance , Music , Electronic , House , Rock , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",2015 If Moving Your Mine,03:54,03:12,24-Nov-14,24-Nov-14
We Dem Boyz ( Louis Futon Remix ),We Dem Boyz [ Explicit ],Wiz Khalifa,Wiz Khalifa,We Dem Boyz ( Louis Futon Remix ) - Single,We Dem Boyz [ Explicit ],"Electronic,Music,Hip-Hop / Rap , Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,04:19,03:45,1-Jul-14,11-Feb-14
Cold Game ( feat . Latoiya Williams ),Toyz N Da Hood ( Feat . Bootsy Collins ) [ Explicit ],Snoop Dogg & Latoiya Williams,Snoop Dogg,Doggumentary,Doggumentary [ Explicit ],"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap","Rap & Hip-Hop , West Coast",$1.29 ,$1.29 ,"_ ã_ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .","( C ) 2011 Capitol Records , LLC",03:49,02:40,29-Mar-11,29-Mar-11
VHS Outro ( Interlude ),Smoke ( Interlude ) [ Explicit ],X Ambassadors,X Ambassadors,VHS,VHS [ Explicit ],"Alternative , Music , Rock , Adult Alternative",Alternative Rock,$1.29 ,$1.29 ,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,01:25,00:24,30-Jun-15,30-Jun-15
See You Again,See You Again,Elle King,Elle King,Love Stuff,Love Stuff,"Alternative , Music , Rock",Alternative Rock,$1.29 ,$1.29 ,"2014 RCA Records , a division of Sony Music Entertainment",( C ) 1996 The Island Def Jam Music Group,03:26,03:26,13-Feb-15,13-Feb-15
Remember You ( feat . The Weeknd ),True Colors ( feat . Nicki Minaj ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",Rap & Hip-Hop,$1.99 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,05:20,04:15,4-Dec-12,19-Aug-14
Remember You ( feat . The Weeknd ),Bluffin ( feat . Berner ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",Rap & Hip-Hop,$1.99 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:20,05:32,4-Dec-12,4-Dec-12
Remember You ( feat . The Weeknd ),Bluffin ( feat . Berner ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$1.99 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:20,05:32,4-Dec-12,4-Dec-12
Remember You ( feat . The Weeknd ),Bluffin ( feat . Berner ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",Rap & Hip-Hop,$1.99 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:20,05:32,4-Dec-12,4-Dec-12
Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Febreze ( feat . 2 Chainz ) [ Explicit ],Skrillex & Diplo,"Skrillex , Diplo",Skrillex and Diplo Present Jack '``,Skrillex and Diplo present Jack __ [ Explicit ],"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",Dance & Electronic,$1.29 ,$1.29 ,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,2012 Knight Skreams,03:30,03:34,24-Feb-15,24-Feb-15
Closer ( feat . Mike Posner ),Closer [ feat . Mike Posner ] [ Clean ],Nick Jonas,Nick Jonas,Nick Jonas ( Deluxe ),Nick Jonas ( Deluxe ) [ Clean ],"Pop , Music , Rock , Pop/Rock",Pop,$1.29 ,$1.29 ,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC","( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",03:48,03:48,10-Nov-14,10-Nov-14
Lifted ( feat . Emeli Sand ' © & Professor Green ),Pardon Me [ feat . Tanika ],Naughty Boy,Naughty Boy,Hotel Cabana ( Deluxe Version ),Hotel Cabana ( Deluxe Version ) [ Explicit ],"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",Pop,$1.29 ,$1.29 ,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,04:15,02:50,6-May-14,6-May-14
Medicated ( feat . Chevy Woods & Juicy J ),Bluffin ( feat . Berner ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C.,O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:30,05:32,4-Dec-12,4-Dec-12
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,David Guetta,Listen ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",2015 If Moving Your Mine,03:20,03:20,24-Nov-14,24-Nov-14
This Is Not a Love Song,Drunk in Love [ Explicit ],David Guetta & JD Davis,David Guetta,Pop Life ( Extended Version ) [ Bonus Version ],Pop for Your Weekend [ Explicit ],"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative","Dance & Electronic , House",$1.29 ,$1.29 ,_ ã_ 2007 Gum Records,2012 Blue Drum Records,03:46,05:23,18-Sep-07,
Fake ( Demo ),Fake,Shinedown,Shinedown,Us and Them ( Deluxe Version ),Us And Them,"Rock , Music , Metal , Hard Rock , Alternative",Rock,$1.29 ,$1.29 ,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,2015 Real Sounds,05:05,04:01,4-Oct-05,4-Oct-05
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],When Love Takes Over ( Feat . Kelly Rowland ) [ Explicit ],David Guetta,David Guetta,One Love ( Deluxe Version ),One More Love [ Explicit ],"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,"( C ) 2014 Lazy Hooks , LLC Under Exclusive License To Capitol Records , LLC",02:51,03:11,21-Aug-09,24-Nov-10
Uptown Funk ( feat . Bruno Mars ) [ Trinidad James Remix ],The Machines ( feat . Cevin Fisher ),Mark Ronson,"Mark Knight , Harry Romero , Chus & Ceballos",Uptown Funk ( Trinidad James Remix ) [ feat . Bruno Mars ] - Single,The Machines ( feat . Cevin Fisher ),"Pop , Music","Electronica , Dance & Electronic , House",$1.29 ,$1.29 ,2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited,Toolroom Productions,04:22,08:23,29-Jun-15,22-Jun-15
Please Come to Boston ( Live ),Live Those Songs ( Live ),Kenny Chesney,Kenny Chesney,When the Sun Goes Down ( Deluxe Version ),When The Sun Goes Down ( Deluxe Version ),"Country , Music , Contemporary Country , Urban Cowboy",Country,$1.29 ,$0.99 ,2007 SONY BMG MUSIC ENTERTAINMENT,2012 Pinecastle Records,04:00,04:09,2-Feb-04,2-Feb-04
Help Me Lose My Mind ( feat . London Grammar ),Moving Mountains [ feat . Brendan Reilly ],Disclosure,Disclosure,Settle ( Deluxe Version ),Caracal ( Deluxe ),"Electronic , Music","Electronica , Dance & Electronic",$1.29 ,$1.29 ,"_ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2015 Island Records , a division of Universal Music Operations Limited",04:04,05:36,15-Apr-14,25-Sep-15
Help Me Lose My Mind ( feat . London Grammar ),You & Me [ feat . Eliza Doolittle ],Disclosure,Disclosure,Settle ( Deluxe Version ),Settle,"Electronic , Music","Electronica , Dance & Electronic",$1.29 ,$1.29 ,"_ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",04:04,04:27,15-Apr-14,11-Jun-13
Jimmy Iovine ( feat . Ab-Soul ),Neon Cathedral ( feat . Allen Stone ),Macklemore & Ryan Lewis,Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),The Heist [ Clean ],"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,"_ ã_ 2012 Macklemore , LLC .",2014 Selena Garcia & Steven Gomez,03:53,04:33,1-Aug-12,9-Oct-12
Jack Daniels and Jesus,Jack Daniels and Jesus,Chase Rice,Chase Rice,Ignite the Night,Ignite the Night ( Party Edition ) [ Explicit ],"Country , Music , Urban Cowboy , Contemporary Country",Country,$1.29 ,$0.89 ,2014 Dack Janiels Records,"( C ) 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",03:55,03:55,19-Aug-14,19-Aug-14
Jack Daniels and Jesus,Jack Daniels and Jesus,Chase Rice,Chase Rice,Ignite the Night,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",Country,$1.29 ,$1.29 ,2014 Dack Janiels Records,"( C ) 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",03:55,03:55,19-Aug-14,19-Aug-14
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],I Got ta Feeling ( Fmif Remix ) [ Edit ],David Guetta,David Guetta,Listen ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,03:20,03:54,24-Nov-14,21-Aug-09
"Girion , Lord of Dale ( Extended Version )",Path of Destruction,Howard Shore,James Newton Howard,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Maleficent ( Original Motion Picture Soundtrack ),"Soundtrack , Music , Soundtrack , Classical , Original Score",Soundtracks,$1.29 ,$1.29 ,_ ã_ 2013 WaterTower Music,"( C ) 2014 Disney Enterprises , Inc.",04:15,01:48,10-Dec-13,27-May-14
Second Chance,Second Chance,Disclosure,Disclosure,Settle ( Deluxe Version ),Settle,"Electronic , Music","Electronica , Dance & Electronic",$1.29 ,$1.29 ,"_ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",02:27,02:27,15-Apr-14,11-Jun-13
"Young , Wild & Free ( feat . Bruno Mars )",No Thang On Me ( Album Version ( Explicit ) ) [ feat . Bootsy Collins ] [ Explicit ],Snoop Dogg,Snoop Dogg,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),"Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack","Gangsta & Hardcore , Rap & Hip-Hop",$1.99 ,$0.99 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,( C ) 2004 Geffen Records,04:12,04:41,12-Dec-11,16-Nov-04
I Ca n't Go There ( Acoustic Version ),I Ca n't Go There ( Acoustic Version ),Kenny Chesney,Kenny Chesney,"No Shoes , No Shirt , No Problems","No Shoes , No Shirt , No Problems","Country , Music , Contemporary Country , Urban Cowboy",Country,$0.99 ,$0.99 ,2002 BMG,Underground Avenue,03:45,03:45,2-Apr-02,2-Apr-02
This Love ( Will Be Your Downfall ),This Love ( Will Be Your Downfall ),Ellie Goulding,Ellie Goulding,Bright Lights ( Deluxe Version ),Lights,"Pop , Music , Dance , Rock",Pop,$1.29 ,$1.29 ,_ ã_ 2010 Polydor Ltd. ( UK ),( C ) 2011 Polydor Ltd. ( UK ),03:53,03:53,29-Nov-10,8-Mar-11
Thank Me Now,Show Me A Good Time ( Explicit ),Drake,Drake,Thank Me Later,Thank Me Later ( Explicit Version ) [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",Rap & Hip-Hop,$1.29 ,$1.29 ,2010 Young Money Entertainment/Cash Money Records/Universal Motown,( C ) 2010 Young Money Entertainment/Cash Money Records,05:28,03:30,16-Jun-10,15-Jun-10
Cowboy Boots,Cowboy Boots,Macklemore & Ryan Lewis,Macklemore & Ryan Lewis,The Heist,The Heist [ Explicit ],"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,"2012 Macklemore , LLC .",2014 Selena Garcia & Steven Gomez,04:15,04:17,9-Oct-12,9-Oct-12
Old Blue Chair,Old Blue Chair,Kenny Chesney,Kenny Chesney,When the Sun Goes Down,When The Sun Goes Down ( Deluxe Version ),"Country , Music , Contemporary Country , Urban Cowboy",Country,$1.29 ,$1.29 ,2004 Sony Music Entertainment,2012 Pinecastle Records,03:23,03:25,1-Jan-90,2-Feb-04
