ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year
"towards a theory of cost management for digital libraries and electronic commerce a. prasad sistla , robert h. sloan , yelena yesha , ouri wolfson",data management issues in electronic commerce m. tamer &#214; zsu,,,acm trans . database syst .,international conference on management of data,1998,1999
"data management for pervasive computing mitch cherniack , stanley b. zdonik , michael j. franklin vldb",data management issues in electronic commerce m. tamer &#214; zsu,,,,international conference on management of data,2001,1999
mining the world wide web : an information search approach - book review aris m. ouksel sigmod record 2002,proxy-based acceleration of dynamically generated content on the world wide web : an approach and implementation international conference on management of data 2002,,"anindya datta , kaushik dutta , helen thomas , debra vandermeer , suresha , krithi ramamritham",,,,
mining the world wide web : an information search approach - book review aris m. ouksel sigmod record 2002,"the distributed information search component ( disco ) and the world wide web anthony tomasic , r &#233; my amouroux , philippe bonnet , olga kapitskaia , hubert naacke , louiqa raschid 1997",,,,international conference on management of data,,
"quality of service in multimedia digital libraries elisa bertino , ahmed k. elmagarmid , mohand-said hacid sigmod record",contextualizing the information space in federated digital libraries acm sigmod record 1999,,"m. p. papazoglou , j. hoppenbrouwers",,,2001,
"optimization of queries with user-defined predicates kyuseok shim , surajit chaudhuri 1999",optimization of queries with user-defined predicates very large data bases 1996,,"surajit chaudhuri , kyuseok shim",acm trans . database syst .,,,
"optimizing queries with universal quantification in object-oriented and object-relational databases guido moerkotte , jens clau_en , klaus peithner , alfons kemper vldb 1997",optimization of queries with user-defined predicates very large data bases 1996,,"surajit chaudhuri , kyuseok shim",,,,
probabilistic optimization of top n queries,optimization of queries with user-defined predicates very large data bases 1996,"donko donjerkovic , raghu ramakrishnan","surajit chaudhuri , kyuseok shim",vldb,,1999,
"stream processing of xpath queries with predicates ashish kumar gupta , dan suciu 2003",optimization of queries with user-defined predicates very large data bases 1996,,"surajit chaudhuri , kyuseok shim",sigmod conference,,,
"optimization of constrained frequent set queries with 2-variable constraints laks v. s. lakshmanan , alex pang , raymond t. ng , jiawei han 1999",optimization of queries with user-defined predicates very large data bases 1996,,"surajit chaudhuri , kyuseok shim",sigmod conference,,,
db2 query parallelism : staging and implementation yun wang,implementation and analysis of a parallel collection query language very large data bases 1996,,dan suciu,vldb,,1995,
"comparative analysis of five xml query languages angela bonifati , stefano ceri",implementation and analysis of a parallel collection query language very large data bases 1996,,dan suciu,sigmod record,,2000,
implementation and analysis of a parallel collection query language vldb,implementation and analysis of a parallel collection query language very large data bases 1996,dan suciu,dan suciu,,,1996,
an effective deductive object-oriented database through language integration 1994,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods )","m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",,vldb,,,2002
"description logics for semantic query optimization in object-oriented database systems claudio sartori , sonia bergamaschi , domenico beneventano","a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods )",,,acm trans . database syst .,,2003,2002
"an experimental system for object-based sharing in federated databases shahram ghandeharizadeh , doug fang 1996","a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods )",,,vldb j.,,,2002
"a taxonomy for secure object-oriented databases sebastiaan h. von solms , martin s. olivier","a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods )",,,acm trans . database syst .,,1994,2002
"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002","a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods )",,,,,,2002
exact : an extensible approach to active object-oriented databases vldb j. 1997,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods )","arturo jaime , oscar díaz",,,,,2002
sideway value algebra for object-relational databases 2002,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods )","z. meral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde",,vldb,,,2002
an effective deductive object-oriented database through language integration 1994,"procedures in object-oriented query languages kazimierz subieta , yahiko kambayashi , jacek leszczylowski 1995","m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",,vldb,very large data bases,,
an effective deductive object-oriented database through language integration 1994,observations on the odmg-93 proposal for an object-oriented database language,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",won kim,vldb,acm sigmod record,,1994
the ccube constraint object-oriented database system sigmod conference,observations on the odmg-93 proposal for an object-oriented database language,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",won kim,,acm sigmod record,1999,1994
unisql/x unified relational and object-oriented database system won kim sigmod conference,observations on the odmg-93 proposal for an object-oriented database language,,won kim,,acm sigmod record,1994,1994
an effective deductive object-oriented database through language integration 1994,a taxonomy for secure object-oriented databases,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes","martin s. olivier , sebastiaan h. von solms",vldb,acm transactions on database systems ( tods ),,1994
"odefs : a file system interface to an object-oriented database narain h. gehani , william d. roome , h. v. jagadish vldb",a taxonomy for secure object-oriented databases,,"martin s. olivier , sebastiaan h. von solms",,acm transactions on database systems ( tods ),1994,1994
the ccube constraint object-oriented database system sigmod conference,a taxonomy for secure object-oriented databases,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen","martin s. olivier , sebastiaan h. von solms",,acm transactions on database systems ( tods ),1999,1994
"join index hierarchies for supporting efficient navigations in object-oriented databases jiawei han , zhaohui xie 1994",a taxonomy for secure object-oriented databases,,"martin s. olivier , sebastiaan h. von solms",vldb,acm transactions on database systems ( tods ),,1994
a database model for object dynamics vldb j. 1997,a taxonomy for secure object-oriented databases,"mike p. papazoglou , bernd j. krämer","martin s. olivier , sebastiaan h. von solms",,acm transactions on database systems ( tods ),,1994
"an experimental system for object-based sharing in federated databases shahram ghandeharizadeh , doug fang 1996",a taxonomy for secure object-oriented databases,,"martin s. olivier , sebastiaan h. von solms",vldb j.,acm transactions on database systems ( tods ),,1994
unisql/x unified relational and object-oriented database system won kim sigmod conference,a taxonomy for secure object-oriented databases,,"martin s. olivier , sebastiaan h. von solms",,acm transactions on database systems ( tods ),1994,1994
"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995",a taxonomy for secure object-oriented databases,,"martin s. olivier , sebastiaan h. von solms",,acm transactions on database systems ( tods ),,1994
an effective deductive object-oriented database through language integration 1994,the trigs active object-oriented database system - an overview,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes","g. kappel , w. retschitzegger",vldb,acm sigmod record,,1998
"the aditi deductive database system kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994",the trigs active object-oriented database system - an overview,,"g. kappel , w. retschitzegger",vldb j.,acm sigmod record,,1998
"odefs : a file system interface to an object-oriented database narain h. gehani , william d. roome , h. v. jagadish vldb",the trigs active object-oriented database system - an overview,,"g. kappel , w. retschitzegger",,acm sigmod record,1994,1998
the ccube constraint object-oriented database system sigmod conference,the trigs active object-oriented database system - an overview,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen","g. kappel , w. retschitzegger",,acm sigmod record,1999,1998
repositories and object oriented databases philip a. bernstein,the trigs active object-oriented database system - an overview,,"g. kappel , w. retschitzegger",sigmod record,acm sigmod record,1998,1998
the persistent cache : improving oid indexing in temporal object-oriented database systems kjetil nørvåg vldb 1999,the trigs active object-oriented database system - an overview,,"g. kappel , w. retschitzegger",,acm sigmod record,,1998
"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002",the trigs active object-oriented database system - an overview,,"g. kappel , w. retschitzegger",,acm sigmod record,,1998
"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995",the trigs active object-oriented database system - an overview,,"g. kappel , w. retschitzegger",,acm sigmod record,,1998
an effective deductive object-oriented database through language integration 1994,index configuration in object-oriented databases,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,,1994
"optimizing queries with universal quantification in object-oriented and object-relational databases guido moerkotte , jens clau_en , klaus peithner , alfons kemper vldb 1997",index configuration in object-oriented databases,,elisa bertino,,the vldb journal -- the international journal on very large data bases,,1994
extraction of object-oriented structures from existing relational databases,index configuration in object-oriented databases,"julia e. hodges , shekar ramanathan",elisa bertino,sigmod record,the vldb journal -- the international journal on very large data bases,1997,1994
the ccube constraint object-oriented database system sigmod conference,index configuration in object-oriented databases,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",elisa bertino,,the vldb journal -- the international journal on very large data bases,1999,1994
an efficient method for checking object-oriented database schema correctness,index configuration in object-oriented databases,"michele missikoff , anna formica , hans dietmar gröger",elisa bertino,acm trans . database syst .,the vldb journal -- the international journal on very large data bases,1998,1994
enhanced abstract data types in object-relational databases vldb j. 1998,index configuration in object-oriented databases,praveen seshadri,elisa bertino,,the vldb journal -- the international journal on very large data bases,,1994
index configuration in object-oriented databases elisa bertino vldb j. 1994,index configuration in object-oriented databases,,elisa bertino,,the vldb journal -- the international journal on very large data bases,,1994
"join index hierarchies for supporting efficient navigations in object-oriented databases jiawei han , zhaohui xie 1994",index configuration in object-oriented databases,,elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,,1994
"integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan",index configuration in object-oriented databases,,elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,1994,1994
"a taxonomy for secure object-oriented databases sebastiaan h. von solms , martin s. olivier",index configuration in object-oriented databases,,elisa bertino,acm trans . database syst .,the vldb journal -- the international journal on very large data bases,1994,1994
lambda-db : an odmg-based object-oriented dbms 2000,index configuration in object-oriented databases,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",elisa bertino,sigmod conference,the vldb journal -- the international journal on very large data bases,,1994
"procedures in object-oriented query languages kazimierz subieta , jacek leszczylowski , yahiko kambayashi 1995",index configuration in object-oriented databases,,elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,,1994
"the hcc-tree : an efficient index structure for object oriented databases b. sreenath , s. seshadri 1994",index configuration in object-oriented databases,,elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,,1994
"the trigs active object-oriented database system - an overview gerti kappel , werner retschitzegger 1998",index configuration in object-oriented databases,,elisa bertino,sigmod record,the vldb journal -- the international journal on very large data bases,,1994
"optimizing queries with universal quantification in object-oriented and object-relational databases guido moerkotte , jens clau_en , klaus peithner , alfons kemper vldb 1997","physical data independence , constraints , and optimization with universal plans very large data bases",,"alin deutsch , lucian popa , val tannen",,,,1999
"physical data independence , constraints , and optimization with universal plans lucian popa , alin deutsch , val tannen 1999","physical data independence , constraints , and optimization with universal plans very large data bases",,"alin deutsch , lucian popa , val tannen",vldb,,,1999
"optimizing queries with universal quantification in object-oriented and object-relational databases guido moerkotte , jens clau_en , klaus peithner , alfons kemper vldb 1997","optimizing multiple dimensional queries simultaneously in multidimensional databases weifa liang , maria e. orlowska , jeffrey x. yu",,,,the vldb journal -- the international journal on very large data bases,,2000
fast high-dimensional data search in incomplete databases,"optimizing multiple dimensional queries simultaneously in multidimensional databases weifa liang , maria e. orlowska , jeffrey x. yu","kian-lee tan , cheng hian goh , beng chin ooi",,vldb,the vldb journal -- the international journal on very large data bases,1998,2000
optimizing multi-feature queries for image databases vldb 2000,"optimizing multiple dimensional queries simultaneously in multidimensional databases weifa liang , maria e. orlowska , jeffrey x. yu","ulrich güntzer , werner kie_ling , wolf-tilo balke",,,the vldb journal -- the international journal on very large data bases,,2000
"optimizing queries across diverse data sources edward l. wimmers , donald kossmann , jun yang , laura m. haas 1997","optimizing multiple dimensional queries simultaneously in multidimensional databases weifa liang , maria e. orlowska , jeffrey x. yu",,,vldb,the vldb journal -- the international journal on very large data bases,,2000
extracting entity profiles from semistructured information spaces,"extracting structured data from web pages arvind arasu , hector garcia-molina , stanford university international conference on management of data 2003","robert a. nado , scott b. huffman",,sigmod record,,1997,
extraction of object-oriented structures from existing relational databases,"extracting structured data from web pages arvind arasu , hector garcia-molina , stanford university international conference on management of data 2003","julia e. hodges , shekar ramanathan",,sigmod record,,1997,
type-safe relaxing of schema consistency rules for flexible modeling in oodbms 1996,"supporting exceptions to schema consistency to ease schema evolution in oodbms eric amiel , marie-jo bellosta , eric dujardin , eric simon 1994","marie-jo bellosta , eric amiel , eric simon , eric dujardin",,vldb j.,very large data bases,,
french government activity in the conservation of data and electronic documents serge novaretti vldb,french government activity in the conservation of data and electronic documents 2001,,serge novaretti,,very large data bases,2001,
on the computation of multidimensional aggregates vldb,explaining differences in multidimensional aggregates 1999,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan",sunita sarawagi,,very large data bases,1996,
efficient concurrency control in multidimensional access methods 1999,explaining differences in multidimensional aggregates 1999,"sharad mehrotra , kaushik chakrabarti",sunita sarawagi,sigmod conference,very large data bases,,
"storage estimation for multidimensional aggregates in the presence of hierarchies jeffrey f. naughton , amit shukla , karthikeyan ramasamy , prasad deshpande 1996",explaining differences in multidimensional aggregates 1999,,sunita sarawagi,vldb,very large data bases,,
"an array-based algorithm for simultaneous multidimensional aggregates jeffrey f. naughton , yihong zhao , prasad deshpande 1997",explaining differences in multidimensional aggregates 1999,,sunita sarawagi,sigmod conference,very large data bases,,
on the computation of multidimensional aggregates vldb,on the computation of relational view complements,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan","jens lechtenb &#246; rger , gottfried vossen",,acm transactions on database systems ( tods ),1996,2003
implementation of magic-sets in a relational database system sigmod conference,on the computation of relational view complements,"inderpal singh mumick , hamid pirahesh","jens lechtenb &#246; rger , gottfried vossen",,acm transactions on database systems ( tods ),1994,2003
"on the computation of relational view complements gottfried vossen , jens lechtenbörger",on the computation of relational view complements,,"jens lechtenb &#246; rger , gottfried vossen",acm trans . database syst .,acm transactions on database systems ( tods ),2003,2003
on completeness of historical relational query languages acm trans . database syst .,on the computation of relational view complements,"james clifford , albert croker , alexander tuzhilin","jens lechtenb &#246; rger , gottfried vossen",,acm transactions on database systems ( tods ),1994,2003
on the computation of multidimensional aggregates vldb,"storage estimation for multidimensional aggregates in the presence of hierarchies amit shukla , prasad deshpande , jeffrey f. naughton , karthikeyan ramasamy very large data bases 1996","sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan",,,,1996,
"storage estimation for multidimensional aggregates in the presence of hierarchies jeffrey f. naughton , amit shukla , karthikeyan ramasamy , prasad deshpande 1996","storage estimation for multidimensional aggregates in the presence of hierarchies amit shukla , prasad deshpande , jeffrey f. naughton , karthikeyan ramasamy very large data bases 1996",,,vldb,,,
"an array-based algorithm for simultaneous multidimensional aggregates jeffrey f. naughton , yihong zhao , prasad deshpande 1997","storage estimation for multidimensional aggregates in the presence of hierarchies amit shukla , prasad deshpande , jeffrey f. naughton , karthikeyan ramasamy very large data bases 1996",,,sigmod conference,,,
on the computation of multidimensional aggregates vldb,"approximating multi-dimensional aggregate range queries over real attributes dimitrios gunopulos , george kollios , vassilis j. tsotras , carlotta domeniconi 2000","sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan",,,international conference on management of data,1996,
"progressive approximate aggregate queries with a multi-resolution tree structure iosif lazaridis , sharad mehrotra","approximating multi-dimensional aggregate range queries over real attributes dimitrios gunopulos , george kollios , vassilis j. tsotras , carlotta domeniconi 2000",,,sigmod conference,international conference on management of data,2001,
processing complex aggregate queries over data streams,"approximating multi-dimensional aggregate range queries over real attributes dimitrios gunopulos , george kollios , vassilis j. tsotras , carlotta domeniconi 2000","alin dobra , johannes gehrke , rajeev rastogi , minos n. garofalakis",,sigmod conference,international conference on management of data,2002,
approximating aggregate queries about web pages via random walks vldb 2000,"approximating multi-dimensional aggregate range queries over real attributes dimitrios gunopulos , george kollios , vassilis j. tsotras , carlotta domeniconi 2000","jittat fakcharoenphol , steve chien , ziv bar-yossef , alexander berg , dror weitz",,,international conference on management of data,,
on the computation of multidimensional aggregates vldb,"a foundation for multi-dimensional databases marc gyssens , laks v. s. lakshmanan","sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan",,,very large data bases,1996,1997
mpeg-7 standard for multimedia databases john r. smith sigmod conference,"a foundation for multi-dimensional databases marc gyssens , laks v. s. lakshmanan",,,,very large data bases,2001,1997
t2 : a customizable parallel database for multi-dimensional data,"a foundation for multi-dimensional databases marc gyssens , laks v. s. lakshmanan","alan sussman , anurag acharya , joel h. saltz , chialin chang",,sigmod record,very large data bases,1998,1997
fast high-dimensional data search in incomplete databases,"a foundation for multi-dimensional databases marc gyssens , laks v. s. lakshmanan","kian-lee tan , cheng hian goh , beng chin ooi",,vldb,very large data bases,1998,1997
watermarking relational databases,"a foundation for multi-dimensional databases marc gyssens , laks v. s. lakshmanan","rakesh agrawal , jerry kiernan",,vldb,very large data bases,2002,1997
dynamic multi-resource load balancing in parallel database systems vldb,"dynamic load balancing in hierarchical parallel database systems luc bouganim , daniela florescu , patrick valduriez very large data bases","robert marek , erhard rahm",,,,1995,1996
dynamic multi-resource load balancing in parallel database systems vldb,dynamic multi-resource load balancing in parallel database systems very large data bases 1995,"robert marek , erhard rahm","erhard rahm , robert marek",,,1995,
"data placement in shared-nothing parallel database systems manish mehta , david j. dewitt vldb j. 1997",dynamic multi-resource load balancing in parallel database systems very large data bases 1995,,"erhard rahm , robert marek",,,,
providing better support for a class of decision support queries 1996,"sql query optimization : reordering for a general class of queries piyush goel , bala iyer 1996","antonio badia , dirk van gucht , sudhir rao",,sigmod conference,international conference on management of data,,
"the onion technique : indexing for linear optimization queries chung-sheng li , vittorio castelli , lawrence d. bergman , john r. smith , yuan-chi chang , ming-ling lo sigmod conference 2000","sql query optimization : reordering for a general class of queries piyush goel , bala iyer 1996",,,,international conference on management of data,,
rate-based query optimization for streaming information sources sigmod conference 2002,"sql query optimization : reordering for a general class of queries piyush goel , bala iyer 1996","jeffrey f. naughton , stratis viglas",,,international conference on management of data,,
providing better support for a class of decision support queries 1996,"cost-based optimization of decision support queries using transient-views subbu n. subramanian , shivakumar venkataraman","antonio badia , dirk van gucht , sudhir rao",,sigmod conference,international conference on management of data,,1998
providing better support for a class of decision support queries 1996,exploiting early sorting and early partitioning for decision support query processing 2000,"antonio badia , dirk van gucht , sudhir rao","j. claussen , a. kemper , d. kossmann , c. wiesner",sigmod conference,the vldb journal -- the international journal on very large data bases,,
evolving teradata decision support for massively parallel processing with unix carrie ballinger,exploiting early sorting and early partitioning for decision support query processing 2000,,"j. claussen , a. kemper , d. kossmann , c. wiesner",sigmod conference,the vldb journal -- the international journal on very large data bases,1994,
standards in practice,standards,"jim melton , andrew eisenberg",andrew eisenberg,sigmod record,acm sigmod record,1998,2003
"optimization of dynamic query evaluation plans goetz graefe , richard l. cole",dissemination of dynamic data international conference on management of data 2001,,"pavan deolasee , amol katkar , ankur panchbudhe , krithi ramamritham , prashant shenoy",sigmod conference,,1994,
"dissemination of dynamic data pavan deolasee , amol katkar , krithi ramamritham , ankur panchbudhe , prashant j. shenoy 2001",dissemination of dynamic data international conference on management of data 2001,,"pavan deolasee , amol katkar , ankur panchbudhe , krithi ramamritham , prashant shenoy",sigmod conference,,,
"optimization of dynamic query evaluation plans goetz graefe , richard l. cole","probabilistic optimization of top n queries donko donjerkovic , raghu ramakrishnan very large data bases 1999",,,sigmod conference,,1994,
optimizing the secure evaluation of twig queries vldb,"probabilistic optimization of top n queries donko donjerkovic , raghu ramakrishnan very large data bases 1999","sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan",,,,2002,
minimization of tree pattern queries,"probabilistic optimization of top n queries donko donjerkovic , raghu ramakrishnan very large data bases 1999","sihem amer-yahia , divesh srivastava , laks v. s. lakshmanan , sungran cho",,sigmod conference,,2001,
orthogonally persistent object systems,"an orthogonally persistent java m. p. atkinson , l. dayn &#232; s , m. j. jordan , t. printezis , s. spence acm sigmod record","malcolm p. atkinson , ronald morrison",,vldb j.,,1995,1996
"what is the nearest neighbor in high dimensional spaces ? charu c. aggarwal , alexander hinneburg , daniel a. keim vldb 2000","what is the nearest neighbor in high dimensional spaces ? alexander hinneburg , charu c. aggarwal , daniel a. keim very large data bases 2000",,,,,,
a cost model for query processing in high dimensional data spaces,"what is the nearest neighbor in high dimensional spaces ? alexander hinneburg , charu c. aggarwal , daniel a. keim very large data bases 2000",christian böhm,,acm trans . database syst .,,2000,
"what is the nearest neighbor in high dimensional spaces ? charu c. aggarwal , alexander hinneburg , daniel a. keim vldb 2000","finding generalized projected clusters in high dimensional spaces charu c. aggarwal , philip s. yu international conference on management of data 2000",,,,,,
"finding generalized projected clusters in high dimensional spaces charu c. aggarwal , philip s. yu sigmod conference 2000","finding generalized projected clusters in high dimensional spaces charu c. aggarwal , philip s. yu international conference on management of data 2000",,,,,,
reminiscences on influential papers sigmod record,reminiscences on influential papers 2002,"jan van den bussche , surajit chaudhuri , moshe y. vardi , kenneth a. ross , gösta grahne , h. v. jagadish",kenneth a. ross,,acm sigmod record,1999,
reminiscences on influential papers sigmod record,reminiscences on influential papers 2002,"jun rao , kenneth a. ross , johannes gehrke",kenneth a. ross,,acm sigmod record,2003,
reminiscences on influential papers sigmod record,reminiscences on influential papers 2002,"daniel j. rosenkrantz , nick koudas , dan suciu , peter scheuermann , rajeev rastogi , jiawei han , kenneth a. ross",kenneth a. ross,,acm sigmod record,2001,
reminiscences on influential papers,reminiscences on influential papers 2002,"per-åke larson , luis gravano , stefano ceri , leonid libkin , tova milo , kenneth a. ross",kenneth a. ross,sigmod record,acm sigmod record,2001,
reminiscences on influential papers sigmod record,reminiscences on influential papers 2002,"kenneth a. ross , beng chin ooi , frank neven",kenneth a. ross,,acm sigmod record,2003,
"reminiscences an influential papers jeffrey f. naughton , minos n. garofalakis , kenneth a. ross",reminiscences on influential papers 2002,,kenneth a. ross,sigmod record,acm sigmod record,2003,
reminiscences on influential papers sigmod record,reminiscences on influential papers 2002,"s. sudarshan , charu c. aggarwal , mihalis yannakakis , alfons kemper , kenneth a. ross , sunita sarawagi",kenneth a. ross,,acm sigmod record,2000,
"reminiscences on influential papers hector garcia-molina , patricia g. selinger , tomasz imielinski , david maier , jeffrey d. ullman , richard t. snodgrass sigmod record 1998",reminiscences on influential papers 2002,,kenneth a. ross,,acm sigmod record,,
reminiscences on influential papers sigmod record,"reminiscences on influential papers kenneth a. ross , theodore johnson , richard thomas snodgrass acm sigmod record 2002","jan van den bussche , surajit chaudhuri , moshe y. vardi , kenneth a. ross , gösta grahne , h. v. jagadish",,,,1999,
reminiscences on influential papers sigmod record,reminiscences on influential papers richard snodgrass acm sigmod record 1998,"jan van den bussche , surajit chaudhuri , moshe y. vardi , kenneth a. ross , gösta grahne , h. v. jagadish",,,,1999,
reminiscences on influential papers sigmod record,reminiscences on influential papers richard snodgrass acm sigmod record 1998,"daniel j. rosenkrantz , nick koudas , dan suciu , peter scheuermann , rajeev rastogi , jiawei han , kenneth a. ross",,,,2001,
reminiscences on influential papers sigmod record,reminiscences on influential papers,"jan van den bussche , surajit chaudhuri , moshe y. vardi , kenneth a. ross , gösta grahne , h. v. jagadish",kenneth a. ross,,acm sigmod record,1999,2001
reminiscences on influential papers richard t. snodgrass,reminiscences on influential papers,,kenneth a. ross,sigmod record,acm sigmod record,1999,2001
"reminiscences on influential papers theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross 2002",reminiscences on influential papers,,kenneth a. ross,sigmod record,acm sigmod record,,2001
reminiscences on influential papers sigmod record,reminiscences on influential papers,"s. sudarshan , charu c. aggarwal , mihalis yannakakis , alfons kemper , kenneth a. ross , sunita sarawagi",kenneth a. ross,,acm sigmod record,2000,2001
"reminiscences on influential papers gerhard weikum , alon y. levy , divesh srivastava , eric simon , patrick e. o'neil , victor vianu , kenneth a. ross , christos faloutsos sigmod record",reminiscences on influential papers,,kenneth a. ross,,acm sigmod record,2000,2001
report on first international workshop on real-time database systems 1996,"report from the nsf workshop on workflow and process automation in information systems amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf acm sigmod record","sang hyuk son , kwei-jay lin , azer bestavros",,sigmod record,,,1996
report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems opher etzion sigmod record,"report from the nsf workshop on workflow and process automation in information systems amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf acm sigmod record",,,,,1999,1996
report on second international workshop on advanced issues of e-commerce and web-based information systems sigmod record,"report from the nsf workshop on workflow and process automation in information systems amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf acm sigmod record","philip s. yu , kun-lung wu",,,,2000,1996
"report on the nsf workshop on building an infrastructure for mobile and wireless systems ouri wolfson , s. a. m. makki , kia makki , charles e. perkins , birgitta könig-ries , peter l. reiher , niki pissinou , peter scheuermann , jari veijalainen sigmod record","report from the nsf workshop on workflow and process automation in information systems amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf acm sigmod record",,,,,2002,1996
"research and practice in federated information systems , report of the efis ' 2000 international workshop ralf-detlef kutsche , geert-jan houben , mark roantree , bodo rieger , wilhelm hasselbring , kazimierz subieta , willem-jan van den heuvel sigmod record 2000","report from the nsf workshop on workflow and process automation in information systems amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf acm sigmod record",,,,,,1996
"report on the first international workshop an efficient web-based information systems omar boucelma , zoé lacroix sigmod record","report from the nsf workshop on workflow and process automation in information systems amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf acm sigmod record",,,,,2003,1996
report on first international workshop on real-time database systems 1996,"report on first international workshop on real-time database systems azer bestavros , kwei-jay lin , sang son","sang hyuk son , kwei-jay lin , azer bestavros",,sigmod record,acm sigmod record,,1996
"secure buffering in firm real-time database systems binto george , jayant r. haritsa 1998","report on first international workshop on real-time database systems azer bestavros , kwei-jay lin , sang son",,,vldb,acm sigmod record,,1996
"report on the first international conference on ontologies , databases and applications of semantics karl aberer sigmod record 2003","report on first international workshop on real-time database systems azer bestavros , kwei-jay lin , sang son",,,,acm sigmod record,,1996
a database system for real-time event aggregation in telecommunication vldb,"report on first international workshop on real-time database systems azer bestavros , kwei-jay lin , sang son","henry f. korth , jerry baulier , abraham silberschatz , stephen blott",,,acm sigmod record,1998,1996
"secure transaction processing in firm real-time database systems binto george , jayant r. haritsa sigmod conference","report on first international workshop on real-time database systems azer bestavros , kwei-jay lin , sang son",,,,acm sigmod record,1997,1996
advances in real-time database systems research sigmod record,"report on first international workshop on real-time database systems azer bestavros , kwei-jay lin , sang son",azer bestavros,,,acm sigmod record,1996,1996
report on the fourth international conference on flexible query answering systems,"report on first international workshop on real-time database systems azer bestavros , kwei-jay lin , sang son","gabriella pasi , amihai motro , patrick bosc",,sigmod record,acm sigmod record,2001,1996
