ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year
the x-tree : an index structure for high-dimensional data,epsilon grid order : an algorithm for the similarity join on massive high-dimensional data,"hans-peter kriegel , stefan berchtold , daniel a. keim","christian b &#246; hm , bernhard braunm &#252; ller , florian krebs , hans-peter kriegel",vldb,international conference on management of data,1996,2001
the x-tree : an index structure for high-dimensional data,the hcc-tree : an efficient index structure for object oriented databases,"hans-peter kriegel , stefan berchtold , daniel a. keim","b. sreenath , s. seshadri",vldb,very large data bases,1996,1994
the a-tree : an index structure for high-dimensional spaces using relative approximation,the hcc-tree : an efficient index structure for object oriented databases,"masatoshi yoshikawa , shunsuke uemura , yasushi sakurai , haruhiko kojima","b. sreenath , s. seshadri",vldb,very large data bases,2000,1994
the x-tree : an index structure for high-dimensional data,distance-based indexing for high-dimensional metric spaces,"hans-peter kriegel , stefan berchtold , daniel a. keim","tolga bozkaya , meral ozsoyoglu",vldb,international conference on management of data,1996,1997
the x-tree : an index structure for high-dimensional data,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"hans-peter kriegel , stefan berchtold , daniel a. keim","norio katayama , shin ` ichi satoh",vldb,international conference on management of data,1996,1997
the a-tree : an index structure for high-dimensional spaces using relative approximation,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"masatoshi yoshikawa , shunsuke uemura , yasushi sakurai , haruhiko kojima","norio katayama , shin ` ichi satoh",vldb,international conference on management of data,2000,1997
"high-dimensional index structures , database support for next decade 's applications ( tutorial )",the sr-tree : an index structure for high-dimensional nearest neighbor queries,"daniel a. keim , stefan berchtold","norio katayama , shin ` ichi satoh",sigmod conference,international conference on management of data,1998,1997
a close look at the ifo data model,a close look at the ifo data model,magdy s. hanna,magdy s. hanna,sigmod record,acm sigmod record,1995,1995
dbcache : database caching for web application servers,web caching for database applications with oracle web cache,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay","jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong",sigmod conference,international conference on management of data,2002,2002
middle-tier database caching for e-business,web caching for database applications with oracle web cache,"hamid pirahesh , c. mohan , jeffrey f. naughton , sailesh krishnamurthy , honguk woo , qiong luo , bruce g. lindsay","jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong",sigmod conference,international conference on management of data,2002,2002
coalescing in temporal databases,transaction timestamping in ( temporal ) databases,"michael d. soo , richard t. snodgrass , michael h. böhlen","christian s. jensen , david b. lomet",vldb,very large data bases,1996,2001
semantic assumptions and query evaluation in temporal databases,transaction timestamping in ( temporal ) databases,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini","christian s. jensen , david b. lomet",sigmod conference,very large data bases,1995,2001
coalescing in temporal databases,query processing in tertiary memory databases,"michael d. soo , richard t. snodgrass , michael h. böhlen",sunita sarawagi,vldb,very large data bases,1996,1995
aggregate-query processing in data warehousing environments,query processing in tertiary memory databases,"venky harinarayan , dallan quass , ashish gupta",sunita sarawagi,vldb,very large data bases,1995,1995
revisiting commit processing in distributed database systems,query processing in tertiary memory databases,"krithi ramamritham , jayant r. haritsa , ramesh gupta",sunita sarawagi,sigmod conference,very large data bases,1997,1995
reordering query execution in tertiary memory databases,query processing in tertiary memory databases,"michael stonebraker , sunita sarawagi",sunita sarawagi,vldb,very large data bases,1996,1995
query processing techniques for arrays,query processing in tertiary memory databases,"kenneth salem , arunprasad p. marathe",sunita sarawagi,sigmod conference,very large data bases,1999,1995
coalescing in temporal databases,a consensus glossary of temporal database concepts,"michael d. soo , richard t. snodgrass , michael h. böhlen","curtis dyreson , fabio grandi , wolfgang k &#228; fer , nick kline , nikos lorentzos , yannis mitsopoulos , angelo montanari , daniel nonen , elisa peressi , barbara pernici , john f. roddick , nandlal l. sarda , maria rita scalas , arie segev , richard thomas snodgrass , mike d. soo , abdullah tansel , paolo tiberio , gio wiederhold",vldb,acm sigmod record,1996,1994
fast time sequence indexing for arbitrary lp norms,fast time sequence indexing for arbitrary lp norms,"christos faloutsos , byoung-kee yi","byoung-kee yi , christos faloutsos",vldb,very large data bases,2000,2000
incremental distance join algorithms for spatial databases,incremental data structures and algorithms for dynamic query interfaces,"gísli r. hjaltason , hanan samet","egemen tanin , richard beigel , ben shneiderman",sigmod conference,acm sigmod record,1998,1996
vist : a dynamic index method for querying xml data by tree structures,incremental data structures and algorithms for dynamic query interfaces,"wei fan , sanghyun park , philip s. yu , haixun wang","egemen tanin , richard beigel , ben shneiderman",sigmod conference,acm sigmod record,2003,1996
incremental distance join algorithms for spatial databases,algorithms for mining association rules for binary segmentations of huge categorical databases,"gísli r. hjaltason , hanan samet","yasuhiko morimoto , takeshi fukuda , hirofumi matsuzawa , takeshi tokuyama , kunikazu yoda",sigmod conference,very large data bases,1998,1998
mining fuzzy association rules in databases,algorithms for mining association rules for binary segmentations of huge categorical databases,"ada wai-chee fu , man hon wong , chan man kuok","yasuhiko morimoto , takeshi fukuda , hirofumi matsuzawa , takeshi tokuyama , kunikazu yoda",sigmod record,very large data bases,1998,1998
wireless client/server computing for personal information services and applications,efficient transparent application recovery in client-server information systems,"jin jing , tetsuya furukawa , ahmed k. elmagarmid","david lomet , gerhard weikum",sigmod record,international conference on management of data,1995,1998
a flexible and recoverable client/server database event notification system,efficient transparent application recovery in client-server information systems,"chun xu , eric n. hanson , roxana dastur , i.-cheng chen , vijay ramaswamy , wendy tan , kurt engel","david lomet , gerhard weikum",vldb j.,international conference on management of data,1998,1998
design and development of a stream service in a heterogenous client environment,design and development of a stream service in a heterogenous client environment,"stavros christodoulakis , nikos pappas","nikos pappas , stavros christodoulakis",vldb,very large data bases,2000,2000
incremental computation and maintenance of temporal aggregates,fast incremental maintenance of approximate histograms,"jun yang , jennifer widom","phillip b. gibbons , yossi matias , viswanath poosala",vldb j.,acm transactions on database systems ( tods ),2003,2002
fast incremental maintenance of approximate histograms,fast incremental maintenance of approximate histograms,"yossi matias , phillip b. gibbons , viswanath poosala","phillip b. gibbons , yossi matias , viswanath poosala",vldb,acm transactions on database systems ( tods ),1997,2002
incremental maintenance for non-distributive aggregate functions,fast incremental maintenance of approximate histograms,"themistoklis palpanas , richard sidle , hamid pirahesh , roberta cochrane","phillip b. gibbons , yossi matias , viswanath poosala",vldb,acm transactions on database systems ( tods ),2002,2002
explaining differences in multidimensional aggregates,optimizing multidimensional index trees for main memory access,sunita sarawagi,"kihong kim , sang k. cha , keunjoo kwon",vldb,international conference on management of data,1999,2001
multidimensional access methods : trees have grown everywhere,optimizing multidimensional index trees for main memory access,"nick roussopoulos , christos faloutsos , timos k. sellis","kihong kim , sang k. cha , keunjoo kwon",vldb,international conference on management of data,1997,2001
explaining differences in multidimensional aggregates,caching multidimensional queries using chunks,sunita sarawagi,"prasad m. deshpande , karthikeyan ramasamy , amit shukla , jeffrey f. naughton",vldb,international conference on management of data,1999,1998
bulk-loading techniques for object databases and an application to relational data,two techniques for on-line index modification in shared nothing parallel databases,"claude delobel , sophie cluet , sihem amer-yahia","kiran j. achyutuni , edward omiecinski , shamkant b. navathe",vldb,international conference on management of data,1998,1996
bulk-loading techniques for object databases and an application to relational data,addressing techniques used in database object managers o2 and orion,"claude delobel , sophie cluet , sihem amer-yahia","andr &#233; gamache , nadjiba sahraoui",vldb,acm sigmod record,1998,1995
qursed : querying and reporting semistructured data,dataguides : enabling query formulation and optimization in semistructured databases,"yannis papakonstantinou , michalis petropoulos , vasilis vassalos","roy goldman , jennifer widom",sigmod conference,very large data bases,2002,1997
dataguides : enabling query formulation and optimization in semistructured databases,dataguides : enabling query formulation and optimization in semistructured databases,"roy goldman , jennifer widom","roy goldman , jennifer widom",vldb,very large data bases,1997,1997
cache investment : integrating query optimization and distributed data placement,dataguides : enabling query formulation and optimization in semistructured databases,"donald kossmann , gerhard drasch , michael j. franklin","roy goldman , jennifer widom",acm trans . database syst .,very large data bases,2000,1997
generic database cost models for hierarchical memory systems,generalized search trees for database systems,"peter a. boncz , martin l. kersten , stefan manegold","joseph m. hellerstein , jeffrey f. naughton , avi pfeffer",vldb,very large data bases,2002,1995
generic database cost models for hierarchical memory systems,recovery protocols for shared memory database systems,"peter a. boncz , martin l. kersten , stefan manegold","lory d. molesky , krithi ramamritham",vldb,international conference on management of data,2002,1995
efficient ir-style keyword search over relational databases,dbxplorer : enabling keyword search over relational databases,"yannis papakonstantinou , luis gravano , vagelis hristidis","sanjay agrawal , surajit chaudhuri , gautam das",vldb,international conference on management of data,2003,2002
banks : browsing and keyword searching in relational databases,dbxplorer : enabling keyword search over relational databases,"arvind hulgeri , gaurav bhalotia , soumen chakrabarti , parag , s. sudarshan , charuta nakhe , b. aditya","sanjay agrawal , surajit chaudhuri , gautam das",vldb,international conference on management of data,2002,2002
a system for watermarking relational databases,dbxplorer : enabling keyword search over relational databases,"peter j. haas , rakesh agrawal , jerry kiernan","sanjay agrawal , surajit chaudhuri , gautam das",sigmod conference,international conference on management of data,2003,2002
analyzing energy behavior of spatial access methods for memory-resident data,energy-performance trade-offs for spatial access methods on memory-resident data,"anand sivasubramaniam , sudhanva gurumurthi , narayanan vijaykrishnan , ning an , mary jane irwin , mahmut t. kandemir","ning an , sudhanva gurumurthi , anand sivasubramaniam , narayanan vijaykrishnan , mahmut kandemir , mary jane irwin",vldb,the vldb journal -- the international journal on very large data bases,2001,2002
distributed processing over stand-alone systems and applications,distance-based outliers : algorithms and applications,"claus hagen , hans-jörg schek , gustavo alonso , markus tresch","edwin m. knorr , raymond t. ng , vladimir tucakov",vldb,the vldb journal -- the international journal on very large data bases,1997,2000
book review column,book review column,karl aberer,karl aberer,sigmod record,acm sigmod record,2002,2003
call for book reviews,book review column,karl aberer,karl aberer,sigmod record,acm sigmod record,2003,2003
telegraphcq : continuous dataflow processing,telegraphcq : continuous dataflow processing,"mehul a. shah , wei hong , sirish chandrasekaran , samuel madden , sailesh krishnamurthy , amol deshpande , frederick reiss , owen cooper , joseph m. hellerstein , michael j. franklin","sirish chandrasekaran , owen cooper , amol deshpande , michael j. franklin , joseph m. hellerstein , wei hong , sailesh krishnamurthy , samuel r. madden , fred reiss , mehul a. shah",sigmod conference,international conference on management of data,2003,2003
telegraphcq : continuous dataflow processing,eddies : continuously adaptive query processing,"mehul a. shah , wei hong , sirish chandrasekaran , samuel madden , sailesh krishnamurthy , amol deshpande , frederick reiss , owen cooper , joseph m. hellerstein , michael j. franklin","ron avnur , joseph m. hellerstein",sigmod conference,international conference on management of data,2003,2000
mixed mode xml query processing,eddies : continuously adaptive query processing,"stratis viglas , josef burger , leonidas galanis , jeffrey f. naughton , alan halverson , rajasekar krishnamurthy , david j. dewitt , feng tian , ameet kini , yuan wang , ajith nagaraja rao","ron avnur , joseph m. hellerstein",vldb,international conference on management of data,2003,2000
a survey of approaches to automatic schema matching,clio : a semi-automatic tool for schema mapping,"philip a. bernstein , erhard rahm","mauricio a. hern &#225; ndez , ren &#233; e j. miller , laura m. haas",vldb j.,international conference on management of data,2001,2001
clio : a semi-automatic tool for schema mapping,clio : a semi-automatic tool for schema mapping,"laura m. haas , renée j. miller , mauricio a. hernández","mauricio a. hern &#225; ndez , ren &#233; e j. miller , laura m. haas",sigmod conference,international conference on management of data,2001,2001
homer : a model-based case tool for data-intensive web sites,building and customizing data-intensive web sites using weave,"paolo atzeni , paolo merialdo , marco pecorone , marco magnante , giansalvatore mecca","khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",sigmod conference,very large data bases,2000,2000
building and customizing data-intensive web sites using weave,building and customizing data-intensive web sites using weave,"valérie issarny , patrick valduriez , khaled yagoub , daniela florescu","khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",vldb,very large data bases,2000,2000
towards a richer web object model,towards a richer web object model,frank manola,frank manola,sigmod record,acm sigmod record,1998,1998
learning table access cardinalities with leo,learning table access cardinalities with leo,"volker markl , guy m. lohman","volker markl , guy lohman",sigmod conference,international conference on management of data,2002,2002
research in database engineering at the university of namur,data and knowledge base research at hong kong university of science and technology,jean-luc hainaut,"p. drew , b. hamidzadeh , k. karlapalem , a. kean , d. lee , q. li , f. lochovsky , c. d. shum , b. wuthrich",sigmod record,acm sigmod record,2003,1995
database research at the university of oklahoma,data and knowledge base research at hong kong university of science and technology,"sirirut vanichayobon , leonard brown , ravi a. dirckze , sylvain guinepain , carlos sánchez , le gruenwald , brian summers","p. drew , b. hamidzadeh , k. karlapalem , a. kean , d. lee , q. li , f. lochovsky , c. d. shum , b. wuthrich",sigmod record,acm sigmod record,1999,1995
database research at columbia university,data and knowledge base research at hong kong university of science and technology,"kenneth a. ross , gail e. kaiser , luis gravano , salvatore j. stolfo , shih-fu chang","p. drew , b. hamidzadeh , k. karlapalem , a. kean , d. lee , q. li , f. lochovsky , c. d. shum , b. wuthrich",sigmod record,acm sigmod record,1998,1995
optimizing disjunctive queries with expensive predicates,bypassing joins in disjunctive queries,"alfons kemper , guido moerkotte , michael steinbrunn , klaus peithner","michael steinbrunn , klaus peithner , guido moerkotte , alfons kemper",sigmod conference,very large data bases,1994,1995
optimizing disjunctive queries with expensive predicates,filtering with approximate predicates,"alfons kemper , guido moerkotte , michael steinbrunn , klaus peithner","narayanan shivakumar , hector garcia-molina , chandra chekuri",sigmod conference,very large data bases,1994,1998
incremental updates of inverted lists for text document retrieval,incremental updates of inverted lists for text document retrieval,"hector garcia-molina , anthony tomasic , kurt a. shoens","anthony tomasic , h &#233; ctor garc &#237; a-molina , kurt shoens",sigmod conference,international conference on management of data,1994,1994
efficient concurrency control in multidimensional access methods,multidimensional access methods : trees have grown everywhere,"sharad mehrotra , kaushik chakrabarti","timos k. sellis , nick roussopoulos , christos faloutsos",sigmod conference,very large data bases,1999,1997
efficient concurrency control in multidimensional access methods,efficient concurrency control for broadcast environments,"sharad mehrotra , kaushik chakrabarti","jayavel shanmugasundaram , arvind nithrakashyap , rajendran sivasankaran , krithi ramamritham",sigmod conference,international conference on management of data,1999,1999
workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ),"mikael berndtsson , jörgen hansson","alex borgida , vinay k. chaudhri , martin staudt",sigmod record,acm sigmod record,1996,1998
report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ),joachim hammer,"alex borgida , vinay k. chaudhri , martin staudt",sigmod record,acm sigmod record,2002,1998
scientific databases - state of the art and future directions,"panel : future directions of database research - the vldb broadening strategy , part 2","yannis e. ioannidis , maria zemankova",michael l. brodie,vldb,very large data bases,1994,2000
database research at arizona state university,database research at the university of illinois at urbana-champaign,"suzanne w. dietrich , forouzan golshani , susan darling urban","m. winslett , k. chang , a. doan , j. han , c. zhai , y. zhou",sigmod record,acm sigmod record,1996,2002
database research at nthu and itri,database research at the university of illinois at urbana-champaign,arbee l. p. chen,"m. winslett , k. chang , a. doan , j. han , c. zhai , y. zhou",sigmod record,acm sigmod record,1994,2002
database research at arizona state university,"database research at the indian institute of technology , bombay","suzanne w. dietrich , forouzan golshani , susan darling urban","d. b. phatak , n. l. sarda , s. seshadri , s. sudarshan",sigmod record,acm sigmod record,1996,1996
database research at the university of oklahoma,"database research at the indian institute of technology , bombay","sirirut vanichayobon , leonard brown , ravi a. dirckze , sylvain guinepain , carlos sánchez , le gruenwald , brian summers","d. b. phatak , n. l. sarda , s. seshadri , s. sudarshan",sigmod record,acm sigmod record,1999,1996
database research at arizona state university,database research at ut arlington,"suzanne w. dietrich , forouzan golshani , susan darling urban","sharma chakravarthy , alp aslandogan , ramez elmasri , leonidas fegaras , junghwan oh",sigmod record,acm sigmod record,1996,2003
mixed mode xml query processing,approximate query processing using wavelets,"stratis viglas , josef burger , leonidas galanis , jeffrey f. naughton , alan halverson , rajasekar krishnamurthy , david j. dewitt , feng tian , ameet kini , yuan wang , ajith nagaraja rao","kaushik chakrabarti , minos garofalakis , rajeev rastogi , kyuseok shim",vldb,the vldb journal -- the international journal on very large data bases,2003,2001
a raster approximation for processing of spatial joins,approximate query processing using wavelets,"jano moreira de souza , geraldo zimbrao","kaushik chakrabarti , minos garofalakis , rajeev rastogi , kyuseok shim",vldb,the vldb journal -- the international journal on very large data bases,1998,2001
the aqua approximate query answering system,approximate query processing using wavelets,"sridhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala","kaushik chakrabarti , minos garofalakis , rajeev rastogi , kyuseok shim",sigmod conference,the vldb journal -- the international journal on very large data bases,1999,2001
medical information systems : characterization and challenges,medical information systems : characterization and challenges,"lynn l. peterson , jorge c. g. ramirez , lon a. smith","jorge c. g. ramirez , lon a. smith , lynn l. peterson",sigmod record,acm sigmod record,1994,1994
medical information systems : characterization and challenges,challenges for global information systems,"lynn l. peterson , jorge c. g. ramirez , lon a. smith","alon y. levy , abraham silberschatz , divesh srivastava , maria zemankova",sigmod record,very large data bases,1994,1994
environment information systems - guest editor 's foreword,challenges for global information systems,oliver günther,"alon y. levy , abraham silberschatz , divesh srivastava , maria zemankova",sigmod record,very large data bases,1997,1994
the ecobase project : database and web technologies for environmental information systems,challenges for global information systems,"asterio k. tanaka , patrick valduriez","alon y. levy , abraham silberschatz , divesh srivastava , maria zemankova",sigmod record,very large data bases,2001,1994
a practical and modular implementation of extended transaction models,synthesis of extended transaction models using acta,"roger s. barga , calton pu","panos k. chrysanthis , krithi ramamritham",vldb,acm transactions on database systems ( tods ),1995,1994
synthesis of extended transaction models using acta,synthesis of extended transaction models using acta,"panos k. chrysanthis , krithi ramamritham","panos k. chrysanthis , krithi ramamritham",acm trans . database syst .,acm transactions on database systems ( tods ),1994,1994
database research at ut arlington,is gui programming a database research problem ?,"sharma chakravarthy , y. alp aslandogan , ramez elmasri , leonidas fegaras , jung-hwan oh","nita goyal , charles hoch , ravi krishnamurthy , brian meckler , michael suckow",sigmod record,international conference on management of data,2003,1996
netcube : a scalable tool for fast data mining and compression,xpress : a queriable compression for xml data,"dimitris margaritis , christos faloutsos , sebastian thrun","jun-ki min , myung-jae park , chin-wan chung",vldb,international conference on management of data,2001,2003
netcube : a scalable tool for fast data mining and compression,netcube : a scalable tool for fast data mining and compression,"dimitris margaritis , christos faloutsos , sebastian thrun","dimitris margaritis , christos faloutsos , sebastian thrun",vldb,very large data bases,2001,2001
psoup : a system for streaming queries over streaming data,timber : a native system for querying xml,"sirish chandrasekaran , michael j. franklin","stelios paparizos , shurug al-khalifa , adriane chapman , h. v. jagadish , laks v. s. lakshmanan , andrew nierman , jignesh m. patel , divesh srivastava , nuwee wiwatwattana , yuqing wu , cong yu",vldb j.,international conference on management of data,2003,2003
lockx : a system for efficiently querying secure xml,timber : a native system for querying xml,"sungran cho , laks v. s. lakshmanan , divesh srivastava , sihem amer-yahia","stelios paparizos , shurug al-khalifa , adriane chapman , h. v. jagadish , laks v. s. lakshmanan , andrew nierman , jignesh m. patel , divesh srivastava , nuwee wiwatwattana , yuqing wu , cong yu",sigmod conference,international conference on management of data,2003,2003
contextualizing the information space in federated digital libraries,information finding in a digital library : the stanford perspective,"jeroen hoppenbrouwers , mike p. papazoglou","tak w. yan , h &#233; ctor garc &#237; a-molina",sigmod record,acm sigmod record,1999,1995
view maintenance in a warehousing environment,efficient view maintenance at data warehouses,"jennifer widom , hector garcia-molina , yue zhuge , joachim hammer","d. agrawal , a. el abbadi , a. singh , t. yurek",sigmod conference,international conference on management of data,1995,1997
supporting multiple view maintenance policies,efficient view maintenance at data warehouses,"latha s. colby , kenneth a. ross , akira kawaguchi , daniel f. lieuwen , inderpal singh mumick","d. agrawal , a. el abbadi , a. singh , t. yurek",sigmod conference,international conference on management of data,1997,1997
view maintenance in a warehousing environment,view maintenance in mobile computing,"jennifer widom , hector garcia-molina , yue zhuge , joachim hammer","ouri wolfson , prasad sistla , son dao , kailash narayanan , ramya raj",sigmod conference,acm sigmod record,1995,1995
digital library services in mobile computing,view maintenance in mobile computing,"evaggelia pitoura , melliyal annamalai , bharat k. bhargava","ouri wolfson , prasad sistla , son dao , kailash narayanan , ramya raj",sigmod record,acm sigmod record,1995,1995
supporting multiple view maintenance policies,view maintenance in mobile computing,"latha s. colby , kenneth a. ross , akira kawaguchi , daniel f. lieuwen , inderpal singh mumick","ouri wolfson , prasad sistla , son dao , kailash narayanan , ramya raj",sigmod conference,acm sigmod record,1997,1995
quality-driven integration of heterogenous information systems,image mining in iris : integrated retinal information system,"johann christoph freytag , felix naumann , ulf leser","wynne hsu , mong li lee , kheng guan goh",vldb,international conference on management of data,1999,2000
analysis of navigation behaviour in web sites integrating multiple information systems,image mining in iris : integrated retinal information system,"myra spiliopoulou , bettina berendt","wynne hsu , mong li lee , kheng guan goh",vldb j.,international conference on management of data,2000,2000
book review column,book review column,karl aberer,karl aberer,sigmod record,acm sigmod record,2001,2002
call for book reviews,book review column,karl aberer,karl aberer,sigmod record,acm sigmod record,2003,2002
book review column,book review column,karl aberer,karl aberer,sigmod record,acm sigmod record,2001,2002
enterprise transaction processing on windows nt,caprera : an activity framework for transaction processing on wide-area networks,greg hope,"suresh kumar , eng-kee kwang , divyakant agrawal",sigmod conference,very large data bases,1995,1997
caprera : an activity framework for transaction processing on wide-area networks,caprera : an activity framework for transaction processing on wide-area networks,"suresh kumar , eng-kee kwang , divyakant agrawal","suresh kumar , eng-kee kwang , divyakant agrawal",vldb,very large data bases,1997,1997
enterprise transaction processing on windows nt,relaxed transaction processing,greg hope,"munindar p. singh , christine tomlinson , darrell woelk",sigmod conference,international conference on management of data,1995,1994
efficient testing of high performance transaction processing systems,relaxed transaction processing,"d. wildfogel , ramana yerneni","munindar p. singh , christine tomlinson , darrell woelk",vldb,international conference on management of data,1997,1994
efendi : federated database system of cadlab,the myriad federated database prototype,"bernd burkert , yaron engel , ralf böttger , gerd kachel , elke radeke , silvia kolmschlag , dietmar nolte","s.-y . hwang , e.-p . lim , h.-r . yang , s. musukula , k. mediratta , m. ganesh , d. clements , j. stenoien , j. srivastava",sigmod conference,international conference on management of data,1995,1994
sampling large databases for association rules,a new sql-like operator for mining association rules,hannu toivonen,"rosa meo , giuseppe psaila , stefano ceri",vldb,very large data bases,1996,1996
algorithms for mining association rules for binary segmentations of huge categorical databases,a new sql-like operator for mining association rules,"kunikazu yoda , hirofumi matsuzawa , takeshi tokuyama , yasuhiko morimoto , takeshi fukuda","rosa meo , giuseppe psaila , stefano ceri",vldb,very large data bases,1998,1996
the wasa2 object-oriented workflow management system,the mentor workbench for enterprise-wide workflow management,"mathias weske , gottfried vossen","dirk wodtke , jeanine weissenfels , gerhard weikum , angelika kotz dittrich , peter muth",sigmod conference,international conference on management of data,1999,1997
mining frequent itemsets using support constraints,efficient dynamic mining of constrained frequent sets,"jiawei han , ke wang , yu he","laks v. s. lakshmanan , carson kai-sang leung , raymond t. ng",vldb,acm transactions on database systems ( tods ),2000,2003
querying heterogeneous information sources using source descriptions,quality-driven integration of heterogenous information systems,"anand rajaraman , alon y. levy , joann j. ordille","felix naumann , ulf leser , johann christoph freytag",vldb,very large data bases,1996,1999
call for book reviews,book reviews,karl aberer,,sigmod record,acm sigmod record,2003,2003
online query processing,functional-join processing,"peter j. haas , joseph m. hellerstein","r. braumandl , j. claussen , a. kemper , d. kossmann",sigmod conference,the vldb journal -- the international journal on very large data bases,2001,2000
functional properties of information filtering,functional-join processing,"masahiko tsukamoto , shojiro nishio , tsutomu terada , rie sawai , yin-huei loh","r. braumandl , j. claussen , a. kemper , d. kossmann",vldb,the vldb journal -- the international journal on very large data bases,2001,2000
online query processing,performance tradeoffs for client-server query processing,"peter j. haas , joseph m. hellerstein","michael j. franklin , bj &#246; rn th &#243; r j &#243; nsson , donald kossmann",sigmod conference,international conference on management of data,2001,1996
sequence query processing,performance tradeoffs for client-server query processing,"raghu ramakrishnan , miron livny , praveen seshadri","michael j. franklin , bj &#246; rn th &#243; r j &#243; nsson , donald kossmann",sigmod conference,international conference on management of data,1994,1996
performance tradeoffs for client-server query processing,performance tradeoffs for client-server query processing,"donald kossmann , michael j. franklin , björn þór jónsson","michael j. franklin , bj &#246; rn th &#243; r j &#243; nsson , donald kossmann",sigmod conference,international conference on management of data,1996,1996
online query processing,approximate query processing : taming the terabytes,"peter j. haas , joseph m. hellerstein","minos n. garofalakis , phillip b. gibbon",sigmod conference,very large data bases,2001,2001
sequence query processing,approximate query processing : taming the terabytes,"raghu ramakrishnan , miron livny , praveen seshadri","minos n. garofalakis , phillip b. gibbon",sigmod conference,very large data bases,1994,2001
dynamic sample selection for approximate query processing,approximate query processing : taming the terabytes,"gautam das , surajit chaudhuri , brian babcock","minos n. garofalakis , phillip b. gibbon",sigmod conference,very large data bases,2003,2001
gigascope : a stream database for network applications,gigascope : a stream database for network applications,"theodore johnson , charles d. cranor , oliver spatscheck , vladislav shkapenyuk","chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",sigmod conference,international conference on management of data,2003,2003
databases for networks,gigascope : a stream database for network applications,h. v. jagadish,"chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",sigmod conference,international conference on management of data,1994,2003
combi-operator : database support for data mining applications,gigascope : a stream database for network applications,"wolfgang lehner , alexander hinneburg , dirk habich","chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",vldb,international conference on management of data,2003,2003
gigascope : a stream database for network applications,databases for networks,"theodore johnson , charles d. cranor , oliver spatscheck , vladislav shkapenyuk",h. v. jagadish,sigmod conference,international conference on management of data,2003,1994
managing video data in a mobile environment,incremental clustering for mining in a data warehousing environment,"rafael alonso , yuh-lin chang , v. s. mani , liviu iftode","martin ester , hans-peter kriegel , j &#246; rg sander , michael wimmer , xiaowei xu",sigmod record,very large data bases,1995,1998
on saying enough already ! in sql,on saying enough already ! in sql,"donald kossmann , michael j. carey","michael j. carey , donald kossmann",sigmod conference,international conference on management of data,1997,1997
sequence query processing,partial results for online query processing,"raghu ramakrishnan , miron livny , praveen seshadri","vijayshankar raman , joseph m. hellerstein",sigmod conference,international conference on management of data,1994,2002
dynamic sample selection for approximate query processing,partial results for online query processing,"gautam das , surajit chaudhuri , brian babcock","vijayshankar raman , joseph m. hellerstein",sigmod conference,international conference on management of data,2003,2002
cache conscious algorithms for relational query processing,partial results for online query processing,"jeffrey f. naughton , ambuj shatdal , chander kant","vijayshankar raman , joseph m. hellerstein",vldb,international conference on management of data,1994,2002
sequence query processing,toward learning based web query processing,"raghu ramakrishnan , miron livny , praveen seshadri","yanlei diao , hongjun lu , songting chen , zengping tian",sigmod conference,very large data bases,1994,2000
data stream query processing : a tutorial,approximate join processing over data streams,"divesh srivastava , nick koudas","abhinandan das , johannes gehrke , mirek riedewald",vldb,international conference on management of data,2003,2003
processing set expressions over continuous update streams,approximate join processing over data streams,"sumit ganguly , minos n. garofalakis , rajeev rastogi","abhinandan das , johannes gehrke , mirek riedewald",sigmod conference,international conference on management of data,2003,2003
selectivity estimation in spatial databases,tail recursion elimination in deductive databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",kenneth a. ross,sigmod conference,acm transactions on database systems ( tods ),1999,1996
a logical foundation for deductive object-oriented databases,tail recursion elimination in deductive databases,"mengchi liu , tok wang ling , gillian dobbie",kenneth a. ross,acm trans . database syst .,acm transactions on database systems ( tods ),2002,1996
some issues in design of distributed deductive databases,tail recursion elimination in deductive databases,"nandlal l. sarda , mukesh k. mohania",kenneth a. ross,vldb,acm transactions on database systems ( tods ),1994,1996
research in information managment at dublin city university,research activities in database management and information retrieval at university of illinois at chicago,"alan f. smeaton , mark roantree","isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu",sigmod record,acm sigmod record,2002,2002
