ltable_id,rtable_id,ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year,label
1067,1643,general match : a subsequence matching method in time-series databases based on generalized windows,fast subsequence matching in time-series databases,"kyu-young whang , yang-sae moon , wook-shin han","christos faloutsos , m. ranganathan , yannis manolopoulos",sigmod conference,international conference on management of data,2002,1994,0
332,1643,fast subsequence matching in time-series databases,fast subsequence matching in time-series databases,"m. ranganathan , christos faloutsos , yannis manolopoulos","christos faloutsos , m. ranganathan , yannis manolopoulos",sigmod conference,international conference on management of data,1994,1994,1
1466,1444,document management as a database problem,document management as a database problem,rudolf bayer,rudolf bayer,vldb,very large data bases,1995,1995,1
78,1444,the ores temporal database management system,document management as a database problem,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos",rudolf bayer,sigmod conference,very large data bases,1994,1995,0
1466,171,document management as a database problem,database systems management and oracle8,rudolf bayer,c. gregory doherty,vldb,international conference on management of data,1995,1998,0
1933,171,is web-site management a database problem ?,database systems management and oracle8,"daniela florescu , dan suciu , alon y. levy",c. gregory doherty,vldb,international conference on management of data,1998,1998,0
690,171,on supporting containment queries in relational database management systems,database systems management and oracle8,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",c. gregory doherty,sigmod conference,international conference on management of data,2001,1998,0
2402,171,relational data sharing in peer-based data management systems,database systems management and oracle8,"beng chin ooi , yanfeng shu , kian-lee tan",c. gregory doherty,sigmod record,international conference on management of data,2003,1998,0
162,171,temporal database system implementations,database systems management and oracle8,michael h. böhlen,c. gregory doherty,sigmod record,international conference on management of data,1995,1998,0
2296,171,the mariposa distributed database management system,database systems management and oracle8,jeff sidell,c. gregory doherty,sigmod record,international conference on management of data,1996,1998,0
9,171,unisql 's next-generation object-relational database management system,database systems management and oracle8,"phil janus , albert d'andrea",c. gregory doherty,sigmod record,international conference on management of data,1996,1998,0
1546,171,grid data management systems & services,database systems management and oracle8,"reagan moore , arun jagatheesan , paul watson , norman w. paton",c. gregory doherty,vldb,international conference on management of data,2003,1998,0
2486,171,database systems management and oracle8,database systems management and oracle8,c. gregory doherty,c. gregory doherty,sigmod conference,international conference on management of data,1998,1998,1
333,62,querying structured text in an xml database,query rewriting for semistructured data,"h. v. jagadish , shurug al-khalifa , cong yu","yannis papakonstantinou , vasilis vassalos",sigmod conference,international conference on management of data,2003,1999,0
561,62,a query language and optimization techniques for unstructured data,query rewriting for semistructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu","yannis papakonstantinou , vasilis vassalos",sigmod conference,international conference on management of data,1996,1999,0
2488,62,storing semistructured data with stored,query rewriting for semistructured data,"alin deutsch , mary f. fernandez , dan suciu","yannis papakonstantinou , vasilis vassalos",sigmod conference,international conference on management of data,1999,1999,0
2231,62,xcerpt and visxcerpt : from pattern-based to visual querying of xml and semistructured data,query rewriting for semistructured data,"sacha berger , christoph wieser , sebastian schaffert , françois bry","yannis papakonstantinou , vasilis vassalos",vldb,international conference on management of data,2003,1999,0
333,1751,querying structured text in an xml database,inferring structure in semistructured data,"h. v. jagadish , shurug al-khalifa , cong yu","svetlozer nestorov , serge abiteboul , rajeev motwani",sigmod conference,acm sigmod record,2003,1997,0
1517,1751,extracting structured data from web pages,inferring structure in semistructured data,"arvind arasu , hector garcia-molina","svetlozer nestorov , serge abiteboul , rajeev motwani",sigmod conference,acm sigmod record,2003,1997,0
291,1751,a fast index for semistructured data,inferring structure in semistructured data,"brian cooper , gísli r. hjaltason , michael j. franklin , neal sample , moshe shadmon","svetlozer nestorov , serge abiteboul , rajeev motwani",vldb,acm sigmod record,2001,1997,0
1980,1751,integrating dynamically-fetched external information into a dbms for semistructured data,inferring structure in semistructured data,"jennifer widom , jason mchugh","svetlozer nestorov , serge abiteboul , rajeev motwani",sigmod record,acm sigmod record,1997,1997,0
656,1751,extracting schema from semistructured data,inferring structure in semistructured data,"serge abiteboul , rajeev motwani , svetlozar nestorov","svetlozer nestorov , serge abiteboul , rajeev motwani",sigmod conference,acm sigmod record,1998,1997,0
658,636,fibonacci : a programming language for object databases,fibonacci : a programming language for object databases,"antonio albano , renzo orsini , giorgio ghelli","antonio albano , giorgio ghelli , renzo orsini",vldb j.,the vldb journal -- the international journal on very large data bases,1995,1995,1
658,1769,fibonacci : a programming language for object databases,applications of java programming language to database management,"antonio albano , renzo orsini , giorgio ghelli","bradley f. burton , victor w. marek",vldb j.,acm sigmod record,1995,1998,0
658,638,fibonacci : a programming language for object databases,themis : a database programming language handling integrity constraints,"antonio albano , renzo orsini , giorgio ghelli","v &#233; ronique benzaken , anne doucet",vldb j.,the vldb journal -- the international journal on very large data bases,1995,1995,0
1577,638,safe query languages for constraint databases,themis : a database programming language handling integrity constraints,peter z. revesz,"v &#233; ronique benzaken , anne doucet",acm trans . database syst .,the vldb journal -- the international journal on very large data bases,1998,1995,0
1646,1463,managing intervals efficiently in object-relational databases,accessing a relational database through an object-oriented database interface,"thomas seidl , marco pötke , hans-peter kriegel","jack a. orenstein , d. n. kamber",vldb,very large data bases,2000,1995,0
1985,1463,static detection of security flaws in object-oriented databases,accessing a relational database through an object-oriented database interface,keishi tajima,"jack a. orenstein , d. n. kamber",sigmod conference,very large data bases,1996,1995,0
755,1463,design and user testing of a multi-paradigm query interface to an object-oriented database,accessing a relational database through an object-oriented database interface,"dac khoa doan , alistair c. kilgour , norman w. paton","jack a. orenstein , d. n. kamber",sigmod record,very large data bases,1995,1995,0
2497,1463,unisql/x unified relational and object-oriented database system,accessing a relational database through an object-oriented database interface,won kim,"jack a. orenstein , d. n. kamber",sigmod conference,very large data bases,1994,1995,0
1098,1463,storing and querying ordered xml using a relational database system,accessing a relational database through an object-oriented database interface,"kevin s. beyer , jayavel shanmugasundaram , chun zhang , igor tatarinov , stratis viglas , eugene j. shekita","jack a. orenstein , d. n. kamber",sigmod conference,very large data bases,2002,1995,0
1646,1885,managing intervals efficiently in object-relational databases,unisql 's next-generation object-relational database management system,"thomas seidl , marco pötke , hans-peter kriegel","albert d'andrea , phil janus",vldb,acm sigmod record,2000,1996,0
2559,1885,privacy-enhanced data management for next-generation e-commerce,unisql 's next-generation object-relational database management system,"irini fundulaki , daniel f. lieuwen , bharat kumar , richard hull , chris clifton , arnaud sahuguet","albert d'andrea , phil janus",vldb,acm sigmod record,2003,1996,0
1481,1885,database management systems and the internet,unisql 's next-generation object-relational database management system,susan malaika,"albert d'andrea , phil janus",vldb,acm sigmod record,1996,1996,0
7,1885,enhanced abstract data types in object-relational databases,unisql 's next-generation object-relational database management system,praveen seshadri,"albert d'andrea , phil janus",vldb j.,acm sigmod record,1998,1996,0
9,1885,unisql 's next-generation object-relational database management system,unisql 's next-generation object-relational database management system,"phil janus , albert d'andrea","albert d'andrea , phil janus",sigmod record,acm sigmod record,1996,1996,1
1646,2107,managing intervals efficiently in object-relational databases,efficiently publishing relational data as xml documents,"thomas seidl , marco pötke , hans-peter kriegel","jayavel shanmugasundaram , eugene shekita , rimon barr , michael carey , bruce lindsay , hamid pirahesh , berthold reinwald",vldb,the vldb journal -- the international journal on very large data bases,2000,2001,0
36,2107,efficient ir-style keyword search over relational databases,efficiently publishing relational data as xml documents,"yannis papakonstantinou , luis gravano , vagelis hristidis","jayavel shanmugasundaram , eugene shekita , rimon barr , michael carey , bruce lindsay , hamid pirahesh , berthold reinwald",vldb,the vldb journal -- the international journal on very large data bases,2003,2001,0
2125,2107,efficient schemes for managing multiversionxml documents,efficiently publishing relational data as xml documents,"shu-yao chien , carlo zaniolo , vassilis j. tsotras","jayavel shanmugasundaram , eugene shekita , rimon barr , michael carey , bruce lindsay , hamid pirahesh , berthold reinwald",vldb j.,the vldb journal -- the international journal on very large data bases,2002,2001,0
1771,2107,watermarking relational databases,efficiently publishing relational data as xml documents,"rakesh agrawal , jerry kiernan","jayavel shanmugasundaram , eugene shekita , rimon barr , michael carey , bruce lindsay , hamid pirahesh , berthold reinwald",vldb,the vldb journal -- the international journal on very large data bases,2002,2001,0
1646,1787,managing intervals efficiently in object-relational databases,query unnesting in object-oriented databases,"thomas seidl , marco pötke , hans-peter kriegel",leonidas fegaras,vldb,international conference on management of data,2000,1998,0
542,1787,optimizing queries with universal quantification in object-oriented and object-relational databases,query unnesting in object-oriented databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",leonidas fegaras,vldb,international conference on management of data,1997,1998,0
692,1787,repositories and object oriented databases,query unnesting in object-oriented databases,philip a. bernstein,leonidas fegaras,sigmod record,international conference on management of data,1998,1998,0
1817,1787,investigating xquery for querying across database object types,query unnesting in object-oriented databases,nancy wiegand,leonidas fegaras,sigmod record,international conference on management of data,2002,1998,0
1360,1787,pesto : an integrated query/browser for object databases,query unnesting in object-oriented databases,"laura m. haas , michael j. carey , vivekananda maganty , john h. williams",leonidas fegaras,vldb,international conference on management of data,1996,1998,0
198,1787,effective timestamping in databases,query unnesting in object-oriented databases,"christian s. jensen , kristian torp , richard t. snodgrass",leonidas fegaras,vldb j.,international conference on management of data,2000,1998,0
1359,1787,sentinel : an object-oriented dbms with event-based rules,query unnesting in object-oriented databases,sharma chakravarthy,leonidas fegaras,sigmod conference,international conference on management of data,1997,1998,0
1188,1787,panel : querying networked databases,query unnesting in object-oriented databases,"divesh srivastava , nick koudas",leonidas fegaras,sigmod conference,international conference on management of data,2003,1998,0
1118,1787,index nesting - an efficient approach to indexing in object-oriented databases,query unnesting in object-oriented databases,"jiawei han , beng chin ooi , hongjun lu , kian-lee tan",leonidas fegaras,vldb j.,international conference on management of data,1996,1998,0
1815,1787,integrating heterogenous overlapping databases through object-oriented transformations,query unnesting in object-oriented databases,"tore risch , vanja josifovski",leonidas fegaras,vldb,international conference on management of data,1999,1998,0
2119,1787,garbage collection in object oriented databases using transactional cyclic reference counting,query unnesting in object-oriented databases,"s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin",leonidas fegaras,vldb,international conference on management of data,1997,1998,0
1646,87,managing intervals efficiently in object-relational databases,cost estimation of user-defined methods in object-relational database systems,"thomas seidl , marco pötke , hans-peter kriegel","jihad boulos , kinji ono",vldb,acm sigmod record,2000,1999,0
2402,87,relational data sharing in peer-based data management systems,cost estimation of user-defined methods in object-relational database systems,"beng chin ooi , yanfeng shu , kian-lee tan","jihad boulos , kinji ono",sigmod record,acm sigmod record,2003,1999,0
341,87,implementation of magic-sets in a relational database system,cost estimation of user-defined methods in object-relational database systems,"inderpal singh mumick , hamid pirahesh","jihad boulos , kinji ono",sigmod conference,acm sigmod record,1994,1999,0
2108,87,"olap , relational , and multidimensional database systems",cost estimation of user-defined methods in object-relational database systems,george colliat,"jihad boulos , kinji ono",sigmod record,acm sigmod record,1996,1999,0
78,1396,the ores temporal database management system,agflow : agent-based cross-enterprise workflow management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos","liangzhao zeng , boualem benatallah , phuong nguyen , anne h. h. ngu",sigmod conference,very large data bases,1994,2001,0
78,1577,the ores temporal database management system,acm multimedia '94 conference workshop on multimedia database management systems,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos","bruce berra , kingsley nwosu , bhavani thuraisingham",sigmod conference,acm sigmod record,1994,1995,0
1481,1577,database management systems and the internet,acm multimedia '94 conference workshop on multimedia database management systems,susan malaika,"bruce berra , kingsley nwosu , bhavani thuraisingham",vldb,acm sigmod record,1996,1995,0
78,1862,the ores temporal database management system,a query language for a web-site management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos","mary fernandez , daniela florescu , alon levy , dan suciu",sigmod conference,acm sigmod record,1994,1997,0
420,1862,dwms : data warehouse management system,a query language for a web-site management system,narendra mohan,"mary fernandez , daniela florescu , alon levy , dan suciu",vldb,acm sigmod record,1996,1997,0
1321,1862,xquery : a query language for xml,a query language for a web-site management system,donald d. chamberlin,"mary fernandez , daniela florescu , alon levy , dan suciu",sigmod conference,acm sigmod record,2003,1997,0
78,1939,the ores temporal database management system,the ecrc multi database system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos","willem jonker , heribert sch &#252; tz",sigmod conference,international conference on management of data,1994,1995,0
973,1939,the ccube constraint object-oriented database system,the ecrc multi database system,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen","willem jonker , heribert sch &#252; tz",sigmod conference,international conference on management of data,1999,1995,0
838,1939,parallel database systems 101,the ecrc multi database system,jim gray,"willem jonker , heribert sch &#252; tz",sigmod conference,international conference on management of data,1995,1995,0
356,1939,the design and implementation of a sequence database system,the ecrc multi database system,"raghu ramakrishnan , miron livny , praveen seshadri","willem jonker , heribert sch &#252; tz",vldb,international conference on management of data,1996,1995,0
2575,1939,the oasis multidatabase prototype,the ecrc multi database system,"john murphy , mark roantree , wilhelm hasselbring","willem jonker , heribert sch &#252; tz",sigmod record,international conference on management of data,1999,1995,0
78,578,the ores temporal database management system,the coral deductive system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos","raghu ramakrishnan , divesh srivastava , s. sudarshan , praveen seshadri",sigmod conference,the vldb journal -- the international journal on very large data bases,1994,1994,0
1107,578,the ecrc multi database system,the coral deductive system,"heribert schütz , willem jonker","raghu ramakrishnan , divesh srivastava , s. sudarshan , praveen seshadri",sigmod conference,the vldb journal -- the international journal on very large data bases,1995,1994,0
2074,578,the coral deductive system,the coral deductive system,"raghu ramakrishnan , s. sudarshan , divesh srivastava , praveen seshadri","raghu ramakrishnan , divesh srivastava , s. sudarshan , praveen seshadri",vldb j.,the vldb journal -- the international journal on very large data bases,1994,1994,1
1082,578,the naos system,the coral deductive system,"christine collet , thierry coupaye","raghu ramakrishnan , divesh srivastava , s. sudarshan , praveen seshadri",sigmod conference,the vldb journal -- the international journal on very large data bases,1995,1994,0
2559,56,privacy-enhanced data management for next-generation e-commerce,data management issues in electronic commerce,"irini fundulaki , daniel f. lieuwen , bharat kumar , richard hull , chris clifton , arnaud sahuguet",m. tamer &#214; zsu,vldb,international conference on management of data,2003,1999,0
1128,56,towards a theory of cost management for digital libraries and electronic commerce,data management issues in electronic commerce,"a. prasad sistla , robert h. sloan , yelena yesha , ouri wolfson",m. tamer &#214; zsu,acm trans . database syst .,international conference on management of data,1998,1999,0
1061,56,data management for pervasive computing,data management issues in electronic commerce,"mitch cherniack , stanley b. zdonik , michael j. franklin",m. tamer &#214; zsu,vldb,international conference on management of data,2001,1999,0
6,696,mining the world wide web : an information search approach - book review,proxy-based acceleration of dynamically generated content on the world wide web : an approach and implementation,aris m. ouksel,"anindya datta , kaushik dutta , helen thomas , debra vandermeer , suresha , krithi ramamritham",sigmod record,international conference on management of data,2002,2002,0
6,1844,mining the world wide web : an information search approach - book review,the distributed information search component ( disco ) and the world wide web,aris m. ouksel,"anthony tomasic , r &#233; my amouroux , philippe bonnet , olga kapitskaia , hubert naacke , louiqa raschid",sigmod record,international conference on management of data,2002,1997,0
893,121,quality of service in multimedia digital libraries,contextualizing the information space in federated digital libraries,"elisa bertino , ahmed k. elmagarmid , mohand-said hacid","m. p. papazoglou , j. hoppenbrouwers",sigmod record,acm sigmod record,2001,1999,0
1089,1097,optimization of queries with user-defined predicates,optimization of queries with user-defined predicates,"kyuseok shim , surajit chaudhuri","surajit chaudhuri , kyuseok shim",acm trans . database syst .,very large data bases,1999,1996,0
542,1097,optimizing queries with universal quantification in object-oriented and object-relational databases,optimization of queries with user-defined predicates,"guido moerkotte , jens claußen , klaus peithner , alfons kemper","surajit chaudhuri , kyuseok shim",vldb,very large data bases,1997,1996,0
994,1097,probabilistic optimization of top n queries,optimization of queries with user-defined predicates,"donko donjerkovic , raghu ramakrishnan","surajit chaudhuri , kyuseok shim",vldb,very large data bases,1999,1996,0
1211,1097,stream processing of xpath queries with predicates,optimization of queries with user-defined predicates,"ashish kumar gupta , dan suciu","surajit chaudhuri , kyuseok shim",sigmod conference,very large data bases,2003,1996,0
1874,1097,optimization of constrained frequent set queries with 2-variable constraints,optimization of queries with user-defined predicates,"laks v. s. lakshmanan , alex pang , raymond t. ng , jiawei han","surajit chaudhuri , kyuseok shim",sigmod conference,very large data bases,1999,1996,0
1213,1121,db2 query parallelism : staging and implementation,implementation and analysis of a parallel collection query language,yun wang,dan suciu,vldb,very large data bases,1995,1996,0
1811,1121,comparative analysis of five xml query languages,implementation and analysis of a parallel collection query language,"angela bonifati , stefano ceri",dan suciu,sigmod record,very large data bases,2000,1996,0
2554,1121,implementation and analysis of a parallel collection query language,implementation and analysis of a parallel collection query language,dan suciu,dan suciu,vldb,very large data bases,1996,1996,1
783,346,an effective deductive object-oriented database through language integration,a logical foundation for deductive object-oriented databases,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes","mengchi liu , gillian dobbie , tok wang ling",vldb,acm transactions on database systems ( tods ),1994,2002,0
2008,346,description logics for semantic query optimization in object-oriented database systems,a logical foundation for deductive object-oriented databases,"claudio sartori , sonia bergamaschi , domenico beneventano","mengchi liu , gillian dobbie , tok wang ling",acm trans . database syst .,acm transactions on database systems ( tods ),2003,2002,0
245,346,an experimental system for object-based sharing in federated databases,a logical foundation for deductive object-oriented databases,"shahram ghandeharizadeh , doug fang","mengchi liu , gillian dobbie , tok wang ling",vldb j.,acm transactions on database systems ( tods ),1996,2002,0
1459,346,a taxonomy for secure object-oriented databases,a logical foundation for deductive object-oriented databases,"sebastiaan h. von solms , martin s. olivier","mengchi liu , gillian dobbie , tok wang ling",acm trans . database syst .,acm transactions on database systems ( tods ),1994,2002,0
2302,346,a logical foundation for deductive object-oriented databases,a logical foundation for deductive object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie","mengchi liu , gillian dobbie , tok wang ling",acm trans . database syst .,acm transactions on database systems ( tods ),2002,2002,1
2494,346,exact : an extensible approach to active object-oriented databases,a logical foundation for deductive object-oriented databases,"arturo jaime , oscar díaz","mengchi liu , gillian dobbie , tok wang ling",vldb j.,acm transactions on database systems ( tods ),1997,2002,0
476,346,sideway value algebra for object-relational databases,a logical foundation for deductive object-oriented databases,"z. meral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde","mengchi liu , gillian dobbie , tok wang ling",vldb,acm transactions on database systems ( tods ),2002,2002,0
783,1447,an effective deductive object-oriented database through language integration,procedures in object-oriented query languages,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes","kazimierz subieta , yahiko kambayashi , jacek leszczylowski",vldb,very large data bases,1994,1995,0
783,1307,an effective deductive object-oriented database through language integration,observations on the odmg-93 proposal for an object-oriented database language,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",won kim,vldb,acm sigmod record,1994,1994,0
973,1307,the ccube constraint object-oriented database system,observations on the odmg-93 proposal for an object-oriented database language,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",won kim,sigmod conference,acm sigmod record,1999,1994,0
2497,1307,unisql/x unified relational and object-oriented database system,observations on the odmg-93 proposal for an object-oriented database language,won kim,won kim,sigmod conference,acm sigmod record,1994,1994,0
783,1317,an effective deductive object-oriented database through language integration,a taxonomy for secure object-oriented databases,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes","martin s. olivier , sebastiaan h. von solms",vldb,acm transactions on database systems ( tods ),1994,1994,0
2183,1317,odefs : a file system interface to an object-oriented database,a taxonomy for secure object-oriented databases,"narain h. gehani , william d. roome , h. v. jagadish","martin s. olivier , sebastiaan h. von solms",vldb,acm transactions on database systems ( tods ),1994,1994,0
973,1317,the ccube constraint object-oriented database system,a taxonomy for secure object-oriented databases,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen","martin s. olivier , sebastiaan h. von solms",sigmod conference,acm transactions on database systems ( tods ),1999,1994,0
2540,1317,join index hierarchies for supporting efficient navigations in object-oriented databases,a taxonomy for secure object-oriented databases,"jiawei han , zhaohui xie","martin s. olivier , sebastiaan h. von solms",vldb,acm transactions on database systems ( tods ),1994,1994,0
2404,1317,a database model for object dynamics,a taxonomy for secure object-oriented databases,"mike p. papazoglou , bernd j. krämer","martin s. olivier , sebastiaan h. von solms",vldb j.,acm transactions on database systems ( tods ),1997,1994,0
245,1317,an experimental system for object-based sharing in federated databases,a taxonomy for secure object-oriented databases,"shahram ghandeharizadeh , doug fang","martin s. olivier , sebastiaan h. von solms",vldb j.,acm transactions on database systems ( tods ),1996,1994,0
2497,1317,unisql/x unified relational and object-oriented database system,a taxonomy for secure object-oriented databases,won kim,"martin s. olivier , sebastiaan h. von solms",sigmod conference,acm transactions on database systems ( tods ),1994,1994,0
69,1317,a cost model for clustered object-oriented databases,a taxonomy for secure object-oriented databases,"zhao-hui tang , jean-robert gruser , georges gardarin","martin s. olivier , sebastiaan h. von solms",vldb,acm transactions on database systems ( tods ),1995,1994,0
783,225,an effective deductive object-oriented database through language integration,the trigs active object-oriented database system - an overview,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes","g. kappel , w. retschitzegger",vldb,acm sigmod record,1994,1998,0
229,225,the aditi deductive database system,the trigs active object-oriented database system - an overview,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi","g. kappel , w. retschitzegger",vldb j.,acm sigmod record,1994,1998,0
2183,225,odefs : a file system interface to an object-oriented database,the trigs active object-oriented database system - an overview,"narain h. gehani , william d. roome , h. v. jagadish","g. kappel , w. retschitzegger",vldb,acm sigmod record,1994,1998,0
973,225,the ccube constraint object-oriented database system,the trigs active object-oriented database system - an overview,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen","g. kappel , w. retschitzegger",sigmod conference,acm sigmod record,1999,1998,0
692,225,repositories and object oriented databases,the trigs active object-oriented database system - an overview,philip a. bernstein,"g. kappel , w. retschitzegger",sigmod record,acm sigmod record,1998,1998,0
118,225,the persistent cache : improving oid indexing in temporal object-oriented database systems,the trigs active object-oriented database system - an overview,kjetil nørvåg,"g. kappel , w. retschitzegger",vldb,acm sigmod record,1999,1998,0
2302,225,a logical foundation for deductive object-oriented databases,the trigs active object-oriented database system - an overview,"mengchi liu , tok wang ling , gillian dobbie","g. kappel , w. retschitzegger",acm trans . database syst .,acm sigmod record,2002,1998,0
69,225,a cost model for clustered object-oriented databases,the trigs active object-oriented database system - an overview,"zhao-hui tang , jean-robert gruser , georges gardarin","g. kappel , w. retschitzegger",vldb,acm sigmod record,1995,1998,0
783,591,an effective deductive object-oriented database through language integration,index configuration in object-oriented databases,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,1994,1994,0
542,591,optimizing queries with universal quantification in object-oriented and object-relational databases,index configuration in object-oriented databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,1997,1994,0
1542,591,extraction of object-oriented structures from existing relational databases,index configuration in object-oriented databases,"julia e. hodges , shekar ramanathan",elisa bertino,sigmod record,the vldb journal -- the international journal on very large data bases,1997,1994,0
973,591,the ccube constraint object-oriented database system,index configuration in object-oriented databases,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",elisa bertino,sigmod conference,the vldb journal -- the international journal on very large data bases,1999,1994,0
639,591,an efficient method for checking object-oriented database schema correctness,index configuration in object-oriented databases,"michele missikoff , anna formica , hans dietmar gröger",elisa bertino,acm trans . database syst .,the vldb journal -- the international journal on very large data bases,1998,1994,0
7,591,enhanced abstract data types in object-relational databases,index configuration in object-oriented databases,praveen seshadri,elisa bertino,vldb j.,the vldb journal -- the international journal on very large data bases,1998,1994,0
644,591,index configuration in object-oriented databases,index configuration in object-oriented databases,elisa bertino,elisa bertino,vldb j.,the vldb journal -- the international journal on very large data bases,1994,1994,1
2540,591,join index hierarchies for supporting efficient navigations in object-oriented databases,index configuration in object-oriented databases,"jiawei han , zhaohui xie",elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,1994,1994,0
1116,591,integrating a structured-text retrieval system with an object-oriented database system,index configuration in object-oriented databases,"jurgen annevelink , tak w. yan",elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,1994,1994,0
1459,591,a taxonomy for secure object-oriented databases,index configuration in object-oriented databases,"sebastiaan h. von solms , martin s. olivier",elisa bertino,acm trans . database syst .,the vldb journal -- the international journal on very large data bases,1994,1994,0
267,591,lambda-db : an odmg-based object-oriented dbms,index configuration in object-oriented databases,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",elisa bertino,sigmod conference,the vldb journal -- the international journal on very large data bases,2000,1994,0
373,591,procedures in object-oriented query languages,index configuration in object-oriented databases,"kazimierz subieta , jacek leszczylowski , yahiko kambayashi",elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,1995,1994,0
2392,591,the hcc-tree : an efficient index structure for object oriented databases,index configuration in object-oriented databases,"b. sreenath , s. seshadri",elisa bertino,vldb,the vldb journal -- the international journal on very large data bases,1994,1994,0
2131,591,the trigs active object-oriented database system - an overview,index configuration in object-oriented databases,"gerti kappel , werner retschitzegger",elisa bertino,sigmod record,the vldb journal -- the international journal on very large data bases,1998,1994,0
542,1058,optimizing queries with universal quantification in object-oriented and object-relational databases,"physical data independence , constraints , and optimization with universal plans","guido moerkotte , jens claußen , klaus peithner , alfons kemper","alin deutsch , lucian popa , val tannen",vldb,very large data bases,1997,1999,0
100,1058,"physical data independence , constraints , and optimization with universal plans","physical data independence , constraints , and optimization with universal plans","lucian popa , alin deutsch , val tannen","alin deutsch , lucian popa , val tannen",vldb,very large data bases,1999,1999,1
542,1217,optimizing queries with universal quantification in object-oriented and object-relational databases,optimizing multiple dimensional queries simultaneously in multidimensional databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper","weifa liang , maria e. orlowska , jeffrey x. yu",vldb,the vldb journal -- the international journal on very large data bases,1997,2000,0
630,1217,fast high-dimensional data search in incomplete databases,optimizing multiple dimensional queries simultaneously in multidimensional databases,"kian-lee tan , cheng hian goh , beng chin ooi","weifa liang , maria e. orlowska , jeffrey x. yu",vldb,the vldb journal -- the international journal on very large data bases,1998,2000,0
1034,1217,optimizing multi-feature queries for image databases,optimizing multiple dimensional queries simultaneously in multidimensional databases,"ulrich güntzer , werner kießling , wolf-tilo balke","weifa liang , maria e. orlowska , jeffrey x. yu",vldb,the vldb journal -- the international journal on very large data bases,2000,2000,0
2495,1217,optimizing queries across diverse data sources,optimizing multiple dimensional queries simultaneously in multidimensional databases,"edward l. wimmers , donald kossmann , jun yang , laura m. haas","weifa liang , maria e. orlowska , jeffrey x. yu",vldb,the vldb journal -- the international journal on very large data bases,1997,2000,0
1133,2047,extracting entity profiles from semistructured information spaces,extracting structured data from web pages,"robert a. nado , scott b. huffman","arvind arasu , hector garcia-molina , stanford university",sigmod record,international conference on management of data,1997,2003,0
1542,2047,extraction of object-oriented structures from existing relational databases,extracting structured data from web pages,"julia e. hodges , shekar ramanathan","arvind arasu , hector garcia-molina , stanford university",sigmod record,international conference on management of data,1997,2003,0
363,2279,type-safe relaxing of schema consistency rules for flexible modeling in oodbms,supporting exceptions to schema consistency to ease schema evolution in oodbms,"marie-jo bellosta , eric amiel , eric simon , eric dujardin","eric amiel , marie-jo bellosta , eric dujardin , eric simon",vldb j.,very large data bases,1996,1994,0
395,2165,french government activity in the conservation of data and electronic documents,french government activity in the conservation of data and electronic documents,serge novaretti,serge novaretti,vldb,very large data bases,2001,2001,1
