ltable_id,rtable_id,ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year,label
2179,791,"opt + + : an object-oriented implementation for extensible database query optimization david j. dewitt , navin kabra vldb j.","implementation of two semantic query optimization techniques in db2 universal database qi cheng , jarek gryz , fred koo , t. y. cliff leung , linqi liu , xiaoyan qian , k. bernhard schiefer very large data bases 1999",,,,,1999.0,,0
931,516,petabyte databases dirk düllmann,database principles acm sigmod record 2002,,leonid libkin,sigmod conference,,1999.0,,0
816,516,databases for gis sigmod record,database principles acm sigmod record 2002,"claudia bauzer medeiros , fatima pires",leonid libkin,,,1994.0,,0
1179,1562,mapping extended entity relationship model to object modeling technique 1995,mapping extended entity relationship model to object modeling technique joseph fong acm sigmod record,joseph fong,,sigmod record,,,1995.0,1
1820,1653,a survey and critique of advanced transaction models,a survey and critique of advanced transaction models international conference on management of data,c. mohan,c. mohan,sigmod conference,,1994.0,1994.0,1
2311,255,applying data mining techniques to a health insurance information system vldb 1996,data mining techniques jiawei han international conference on management of data 1996,"michael j. rothman , john p. nearhos , marisa s. viveros",,,,,,0
1541,255,data mining techniques sigmod conference,data mining techniques jiawei han international conference on management of data 1996,jiawei han,,,,1996.0,,1
1029,255,scalable techniques for mining causal structures 1998,data mining techniques jiawei han international conference on management of data 1996,"sergey brin , craig silverstein , rajeev motwani , jeffrey d. ullman",,vldb,,,,0
1623,1275,"dynamic vp-tree indexing for n-nearest neighbor search given pair-wise distances ada wai-chee fu , yin-ling cheung , yiu sang moon , polly mei-shuen chan vldb j. 2000",dynamic vp-tree indexing for n-nearest neighbor search given pair-wise distances 2000,,"ada wai-chee fu , polly mei-shuen chan , yin-ling cheung , yiu sang moon",,the vldb journal -- the international journal on very large data bases,,,1
2371,1686,editorial richard t. snodgrass 2001,a tsql2 tutorial acm sigmod record,,"richard thomas snodgrass , ilsoo ahn , gad ariav , don batory , james clifford , curtis e. dyreson , ramez elmasri , fabio grandi , christian s. jensen , wolfgang k &#228; fer , nick kline , krishna kulkarni , t. y. cliff leung , nikos lorentzos , john f. roddick , arie segev , michael d. soo , suryanarayana m. sripada",acm trans . database syst .,,,1994.0,0
2371,533,editorial richard t. snodgrass 2001,editorial directons won kim 1995,,,acm trans . database syst .,acm transactions on database systems ( tods ),,,0
2470,533,editorial richard t. snodgrass,editorial directons won kim 1995,,,acm trans . database syst .,acm transactions on database systems ( tods ),2001.0,,0
2523,1040,"integrating the ub-tree into a database system kernel robert fenk , rudolf bayer , volker markl , martin zirkel , frank ramsak , klaus elhardt vldb","integrating triggers and declarative constraints in sql database sytems roberta cochrane , hamid pirahesh , nelson mendon &#231; a mattos very large data bases 1996",,,,,2000.0,,0
1088,873,"materialized view and index selection tool for microsoft sql server 2000 vivek r. narasayya , sanjay agrawal , surajit chaudhuri sigmod conference","automated selection of materialized views and indexes in sql databases sanjay agrawal , surajit chaudhuri , vivek r. narasayya 2000",,,,very large data bases,2001.0,,0
394,873,"efficient materialization and use of views in data warehouses márcio farias de souza , marcus costa sampaio sigmod record 1999","automated selection of materialized views and indexes in sql databases sanjay agrawal , surajit chaudhuri , vivek r. narasayya 2000",,,,very large data bases,,,0
2116,900,"performing jobs without decompression in a compressed database system n. winterbottom , s. j. o'connell sigmod record 2003","performing joins without decompression in a compressed database system s. j. o'connell , n. winterbottom acm sigmod record 2003",,,,,,,1
1546,1698,grid data management systems & services 2003,research perspectives for time series management systems acm sigmod record,"reagan moore , arun jagatheesan , paul watson , norman w. paton","werner dreyer , angelika kotz dittrich , duri schmidt",vldb,,,1994.0,0
769,348,"process automation as the foundation for e-business fabio casati , ming-chien shan",an active functionality service for e-business applications acm sigmod record,,"m. cilia , a. p. buchmann",vldb,,2000.0,2002.0,0
922,1316,"change-centric management of versions in an xml warehouse laurent mignet , amélie marian , gregory cobena , serge abiteboul vldb",change-centric management of versions in an xml warehouse very large data bases 2001,,"am &#233; lie marian , serge abiteboul , gregory cobena , laurent mignet",,,2001.0,,1
1257,955,index-driven similarity search in metric spaces acm trans . database syst . 2003,"m-tree : an efficient access method for similarity search in metric spaces paolo ciaccia , marco patella , pavel zezula","gísli r. hjaltason , hanan samet",,,very large data bases,,1997.0,0
2281,955,near neighbor search in large metric spaces vldb,"m-tree : an efficient access method for similarity search in metric spaces paolo ciaccia , marco patella , pavel zezula",sergey brin,,,very large data bases,1995.0,1997.0,0
2267,955,"indexing large metric spaces for similarity search queries z. meral özsoyoglu , tolga bozkaya 1999","m-tree : an efficient access method for similarity search in metric spaces paolo ciaccia , marco patella , pavel zezula",,,acm trans . database syst .,very large data bases,,1997.0,0
503,1339,are web services the next revolution in e-commerce ? ( panel ) vldb 2001,"are web services the next revolution in e-commerce ? ( panel ) shalom tsur , serge abiteboul , rakesh agrawal , umeshwar dayal , johannes klein , gerhard weikum","umeshwar dayal , gerhard weikum , rakesh agrawal , johannes klein , shalom tsur , serge abiteboul",,,very large data bases,,2001.0,1
2487,2037,"on computing correlated aggregates over continual data streams divesh srivastava , flip korn , johannes gehrke","processing set expressions over continuous update streams sumit ganguly , minos garofalakis , rajeev rastogi international conference on management of data 2003",,,sigmod conference,,2001.0,,0
105,2037,"processing set expressions over continuous update streams sumit ganguly , minos n. garofalakis , rajeev rastogi 2003","processing set expressions over continuous update streams sumit ganguly , minos garofalakis , rajeev rastogi international conference on management of data 2003",,,sigmod conference,,,,1
2154,1441,graphical interaction with heterogeneous databases vldb j.,a scalable architecture for autonomous heterogeneous database interactions very large data bases,"tiziana catarci , john cardiff , giuseppe santucci","steven milliner , athman bouguettaya , mike p. papazoglou",,,1997.0,1995.0,0
2154,173,graphical interaction with heterogeneous databases vldb j.,sql open heterogeneous data access,"tiziana catarci , john cardiff , giuseppe santucci","berthold reinwald , hamid pirahesh",,international conference on management of data,1997.0,1998.0,0
1682,173,"tutorial : data access anand deshpande , josé a. blakeley 2000",sql open heterogeneous data access,,"berthold reinwald , hamid pirahesh",sigmod conference,international conference on management of data,,1998.0,0
737,173,declustering databases on heterogeneous disk systems,sql open heterogeneous data access,"doron rotem , sridhar seshadri , ling tony chen","berthold reinwald , hamid pirahesh",vldb,international conference on management of data,1995.0,1998.0,0
1238,731,a compact b-tree 2002,"a compact b-tree peter bumbulis , ivan t. bowman 2002","ivan t. bowman , peter bumbulis",,sigmod conference,international conference on management of data,,,1
2406,198,describing and using query capabilities of heterogeneous sources vldb,mind your vocabulary : query mapping across heterogeneous information sources international conference on management of data 1999,"yannis papakonstantinou , vasilis vassalos","chen-chuan k. chang , h &#233; ctor garc &#237; a-molina",,,1997.0,,0
2610,767,database research at nthu and itri arbee l. p. chen 1994,going public : open-source databases and database research international conference on management of data,,philippe bonnet,sigmod record,,,2002.0,0
1352,767,going public : open-source databases and database research philippe bonnet 2002,going public : open-source databases and database research international conference on management of data,,philippe bonnet,sigmod conference,,,2002.0,1
437,1610,"efficient and transparent application recovery in client-server information systems david b. lomet , gerhard weikum",wireless client/server computing for personal information services and applications,,"ahmed elmagarmid , jin jing , tetsuya furukawa",sigmod conference,acm sigmod record,1998.0,1995.0,0
437,1473,"efficient and transparent application recovery in client-server information systems david b. lomet , gerhard weikum",efficient incremental garbage collection for client-server object database systems 1995,,"laurent amsaleg , michael j. franklin , olivier gruber",sigmod conference,very large data bases,1998.0,,0
683,1029,"virtual database technology venky harinarayan , ashish gupta , anand rajaraman sigmod record 1997","critical database technologies for high energy physics david m. malon , edward n. may very large data bases 1997",,,,,,,0
1034,1287,optimizing multi-feature queries for image databases vldb 2000,an extendible hash for multi-precision similarity querying of image databases very large data bases 2001,"ulrich güntzer , werner kießling , wolf-tilo balke","shu lin , m. tamer &#214; zsu , vincent oria , raymond t. ng",,,,,0
450,458,constraint databases : a tutorial introduction 2000,constraint databases : a tutorial introduction jan van den bussche,jan van den bussche,,sigmod record,acm sigmod record,,2000.0,1
1377,458,introduction to constraint databases - book review sigmod record 2002,constraint databases : a tutorial introduction jan van den bussche,bart kuijpers,,,acm sigmod record,,2000.0,0
676,1936,"pattern matching and pattern discovery in scientific , program , and document databases kaizhong zhang , dennis shasha , jason tsong-li wang sigmod conference","pattern matching and pattern discovery in scientific , program , and document databases international conference on management of data 1995",,"jason t. l. wang , kaizhong zhang , dennis shasha",,,1995.0,,1
69,384,"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995",lambda-db : an odmg-based object-oriented dbms international conference on management of data,,"leonidas fegaras , chandrasekhar srinivasan , arvind rajendran , david maier",,,,2000.0,0
2375,1515,"database de-centralization - a practical approach césar a. galindo-legaria , eirik dahle , tor didriksen 1995","enhancing database correctness : a statistical approach wen-chi hou , zhongyang zhang 1995",,,vldb,international conference on management of data,,,0
2375,1474,"database de-centralization - a practical approach césar a. galindo-legaria , eirik dahle , tor didriksen 1995",providing database migration tools - a practicioner 's approach very large data bases,,andreas meier,vldb,,,1995.0,0
501,2207,fast algorithms for universal quantification in large databases,fast algorithms for mining association rules in large databases very large data bases,"goetz graefe , richard l. cole","rakesh agrawal , ramakrishnan srikant",acm trans . database syst .,,1995.0,1994.0,0
2552,2207,"discovery of multiple-level association rules from large databases jiawei han , yongjian fu vldb 1995",fast algorithms for mining association rules in large databases very large data bases,,"rakesh agrawal , ramakrishnan srikant",,,,1994.0,0
2503,2207,parallel mining algorithms for generalized association rules with classification hierarchy 1998,fast algorithms for mining association rules in large databases very large data bases,"masaru kitsuregawa , takahiko shintani","rakesh agrawal , ramakrishnan srikant",sigmod conference,,,1994.0,0
501,1802,fast algorithms for universal quantification in large databases,incremental distance join algorithms for spatial databases,"goetz graefe , richard l. cole","g &#237; sli r. hjaltason , hanan samet",acm trans . database syst .,international conference on management of data,1995.0,1998.0,0
1717,1802,"distance browsing in spatial databases hanan samet , gísli r. hjaltason",incremental distance join algorithms for spatial databases,,"g &#237; sli r. hjaltason , hanan samet",acm trans . database syst .,international conference on management of data,1999.0,1998.0,0
1106,1802,adaptive algorithms for set containment joins acm trans . database syst .,incremental distance join algorithms for spatial databases,"hector garcia-molina , sergey melnik","g &#237; sli r. hjaltason , hanan samet",,international conference on management of data,2003.0,1998.0,0
816,530,databases for gis sigmod record,database principles leonid libkin,"claudia bauzer medeiros , fatima pires",,,acm sigmod record,1994.0,2002.0,0
632,200,"boat-optimistic decision tree construction wei-yin loh , raghu ramakrishnan , venkatesh ganti , johannes gehrke sigmod conference 1999",boat-optimistic decision tree construction,,"johannes gehrke , venkatesh ganti , raghu ramakrishnan , wei-yin loh",,international conference on management of data,,1999.0,1
1942,597,formal aspects of concurrency control in long-duration transaction systems using the nt/pv model,"transactional information systems : theory , algorithms , and the practice of concurrency control and recovery marc h. scholl","henry f. korth , gregory d. speegle",,acm trans . database syst .,acm sigmod record,1994.0,2001.0,0
510,1321,"objectglobe : ubiquitous query processing on the internet stefan seltzsam , donald kossmann , markus keidl , reinhard braumandl , alexander kreutz , konrad stocker , alfons kemper vldb j.",hyperqueries : dynamic distributed query processing on the internet 2001,,"alfons kemper , christian wiesner",,very large data bases,2001.0,,0
510,2097,"objectglobe : ubiquitous query processing on the internet stefan seltzsam , donald kossmann , markus keidl , reinhard braumandl , alexander kreutz , konrad stocker , alfons kemper vldb j.",objectglobe : ubiquitous query processing on the internet the vldb journal -- the international journal on very large data bases,,"r. braumandl , m. keidl , a. kemper , d. kossmann , a. kreutz , s. seltzsam , k. stocker",,,2001.0,2001.0,1
1663,2097,hyperqueries : dynamic distributed query processing on the internet,objectglobe : ubiquitous query processing on the internet the vldb journal -- the international journal on very large data bases,"alfons kemper , christian wiesner","r. braumandl , m. keidl , a. kemper , d. kossmann , a. kreutz , s. seltzsam , k. stocker",vldb,,2001.0,2001.0,0
1357,1950,heraclitus : elevating deltas to be first-class citizens in a database programming language acm trans . database syst . 1996,"heraclitus : elevating deltas to be first-class citizens in a database programming language shahram ghandeharizadeh , richard hull , dean jacobs","dean jacobs , shahram ghandeharizadeh , richard hull",,,acm transactions on database systems ( tods ),,1996.0,1
1498,379,mariposa : a wide-area distributed database system,deeds towards a distributed and active real-time database system 1996,"carl staelin , paul m. aoki , witold litwin , michael stonebraker , adam sah , jeff sidell , andrew yu , avi pfeffer","s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring",vldb j.,acm sigmod record,1996.0,,0
921,379,disima : a distributed and interoperable image database system sigmod conference,deeds towards a distributed and active real-time database system 1996,"vincent oria , benjamin bin yao , shu lin , paul iglinski , m. tamer özsu","s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring",,acm sigmod record,2000.0,,0
12,379,priority assignment in real-time active databases,deeds towards a distributed and active real-time database system 1996,"rajendran m. sivasankaran , bhaskar purimetla , john a. stankovic , krithi ramamritham , donald f. towsley","s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring",vldb j.,acm sigmod record,1996.0,,0
972,379,applying update streams in a soft real-time database system 1995,deeds towards a distributed and active real-time database system 1996,"brad adelberg , hector garcia-molina , ben kao","s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring",sigmod conference,acm sigmod record,,,0
1695,21,"versions and workspaces in microsoft repository shankar pal , thomas bergstraesser , philip a. bernstein , david shutt 1999","versions and workspaces in microsoft repository thomas bergstraesser , philip a. bernstein , shankar pal , david shutt international conference on management of data",,,sigmod conference,,,1999.0,1
1986,654,report on second international workshop on advanced issues of e-commerce and web-based information systems sigmod record,advances in databases and information systems : report of 5th east european conference adbis ' 2001,"philip s. yu , kun-lung wu","albertas caplinskas , johann eder , olegas vasilecas",,acm sigmod record,2000.0,2002.0,0
1141,149,providing database-like access to the web using queries based on textual similarity sigmod conference,providing database-like access to the web using queries based on textual similarity william w. cohen,william w. cohen,,,international conference on management of data,1998.0,1998.0,1
273,2285,cumulative updates 1994,"cumulative updates suryanarayana m. sripada , beat w &#252; thrich very large data bases","beat wüthrich , suryanarayana m. sripada",,vldb,,,1994.0,1
2289,66,on the cost of monitoring and reorganization of object bases for clustering 1996,"on-line reorganization in object databases mohana k. lakhamraju , rajeev rastogi , s. seshadri , s. sudarshan international conference on management of data","guido moerkotte , alfons kemper , carsten andreas gerlhof",,sigmod record,,,2000.0,0
2394,1356,"concept based design of data warehouses : the dwq demonstrators panos vassiliadis , spyros ligoudistianos , diego calvanese , christoph quix , maurizio lenzerini , matthias jarke , enrico franconi , yannis vassiliou",concurrency in the data warehouse 2000,,richard taylor,sigmod conference,very large data bases,2000.0,,0
2136,1356,dyda : data warehouse maintenance in fully concurrent environments,concurrency in the data warehouse 2000,"songting chen , andreas koeller , elke a. rundensteiner , xin zhang , jun chen",richard taylor,sigmod conference,very large data bases,2001.0,,0
2508,745,tods reviewers richard t. snodgrass sigmod record 2003,book reviews acm sigmod record 2002,,karl aberer,,,,,0
1256,1357,evolution of groupware for business applications : a database perspective on lotus domino/notes 2000,"evolution of groupware for business applications : a database perspective on lotus domino/notes c. mohan , ron barber , s. watts , a. somani , markos zaharioudakis very large data bases 2000","c. mohan , s. watts , ron barber , amit somani , markos zaharioudakis",,vldb,,,,1
2431,1916,mediator languages - a proposal for a standard sigmod record,"mediator languages-a proposal for a standard : report of an i3/pob working group held at the university of maryland , april 12 and 13 , 1996 peter buneman , louiqa raschid , jeffrey ullman acm sigmod record 1997","peter buneman , louiqa raschid , jeffrey d. ullman",,,,1997.0,,1
2017,420,"domino : databases for moving objects tracking jutai zhou , ouri wolfson , sam chamberlain , a. prasad sistla , bo xu sigmod conference","a data model and data structures for moving objects databases luca forlizzi , ralf hartmut g &#252; ting , enrico nardelli , markus schneider 2000",,,,international conference on management of data,1999.0,,0
1018,2151,"the worlinfo assistant : spatio-temporal information integration on the web cyrus shahabi , mohammad r. kolahdouzan , craig a. knoblock , josé luis ambite , maria muslea , snehal thakkar vldb 2001",information integration on the web : a view from ai and databases ( report on iiweb-03 ) acm sigmod record,,"subbarao kambhampati , craig a. knoblock",,,,2003.0,0
2128,2016,"rainbow : multi-xquery optimization using materialized xml views brian murphy , elke a. rundensteiner , bradford pielech , maged el-sayed , mukesh mulchandani , luping ding , katica dimitrova , ling wang , xin zhang 2003","rainbow : multi-xquery optimization using materialized xml views xin zhang , katica dimitrova , ling wang , maged el sayed , brian murphy , bradford pielech , mukesh mulchandani , luping ding , elke a. rundensteiner international conference on management of data",,,sigmod conference,,,2003.0,1
1467,858,"fast incremental maintenance of approximate histograms yossi matias , phillip b. gibbons , viswanath poosala vldb",performance issues in incremental warehouse maintenance,,"wilburt labio , jun yang , yingwei cui , hector garcia-molina , jennifer widom",,very large data bases,1997.0,2000.0,0
2451,858,fast incremental maintenance of approximate histograms acm trans . database syst .,performance issues in incremental warehouse maintenance,"viswanath poosala , phillip b. gibbons , yossi matias","wilburt labio , jun yang , yingwei cui , hector garcia-molina , jennifer widom",,very large data bases,2002.0,2000.0,0
569,130,object normal forms and dependency constraints for object-oriented schemata acm trans . database syst . 1997,object normal forms and dependency constraints for object-oriented schemata acm transactions on database systems ( tods ) 1997,"zahir tari , stefano spaccapietra , john stokes","zahir tari , john stokes , stefano spaccapietra",,,,,1
1229,347,"business data management for b2b electronic commerce manfred a. jeusfeld , mareike schoop , christoph quix sigmod record",data management issues in electronic commerce 2002,,asuman dogac,,acm sigmod record,2002.0,,0
885,1579,temporal database bibliography update sigmod record 1996,an annotated bibliography of benchmarks for object databases akmal b. chaudhri acm sigmod record,"anil kumar , vassilis j. tsotras",,,,,1995.0,0
1883,2266,"xcache : a semantic caching system for xml queries elke a. rundensteiner , song wang , li chen 2002","psoup : a system for streaming queries over streaming data sirish chandrasekaran , michael j. franklin 2003",,,sigmod conference,the vldb journal -- the international journal on very large data bases,,,0
1883,1219,"xcache : a semantic caching system for xml queries elke a. rundensteiner , song wang , li chen 2002","semantic caching of web queries boris chidlovskii , uwe m. borghoff the vldb journal -- the international journal on very large data bases 2000",,,sigmod conference,,,,0
2351,1765,multi-dimensional resource scheduling for parallel queries 1996,"t2 : a customizable parallel database for multi-dimensional data chialin chang , anurag acharya , alan sussman , joel saltz","yannis e. ioannidis , minos n. garofalakis",,sigmod conference,acm sigmod record,,1998.0,0
622,15,a workflow-based electronic marketplace on the web,"a workflow-based electronic marketplace on the web asuman dogac , ilker durusoy , sena arpinar , nesime tatbul , pinar koksal , ibrahim cingil , nazife dimililer 1998","ibrahim cingil , nazife dimililer , nesime tatbul , ilker durusoy , asuman dogac , pinar koksal , sena nural arpinar",,sigmod record,acm sigmod record,1998.0,,1
2266,793,"top-k selection queries over relational databases : mapping strategies and performance evaluation surajit chaudhuri , nicolas bruno , luis gravano acm trans . database syst .","evaluating top-k selection queries surajit chaudhuri , luis gravano very large data bases 1999",,,,,2002.0,,0
1324,793,evaluating queries with generalized path expressions sigmod conference,"evaluating top-k selection queries surajit chaudhuri , luis gravano very large data bases 1999","guido moerkotte , sophie cluet , vassilis christophides",,,,1996.0,,0
2266,345,"top-k selection queries over relational databases : mapping strategies and performance evaluation surajit chaudhuri , nicolas bruno , luis gravano acm trans . database syst .",the design and performance evaluation of alternative xml storage strategies acm sigmod record 2002,,"feng tian , david j. dewitt , jianjun chen , chun zhang",,,2002.0,,0
1644,345,"the implementation and performance of compressed databases till westmann , sven helmer , guido moerkotte , donald kossmann sigmod record",the design and performance evaluation of alternative xml storage strategies acm sigmod record 2002,,"feng tian , david j. dewitt , jianjun chen , chun zhang",,,2000.0,,0
872,1781,information management for genome level bioinformatics vldb,interaction of query evaluation and buffer management for information retrieval international conference on management of data 1998,"norman w. paton , carole a. goble","bj &#246; rn t. j &#243; nsson , michael j. franklin , divesh srivastava",,,2001.0,,0
872,857,information management for genome level bioinformatics vldb,a database platform for bioinformatics very large data bases,"norman w. paton , carole a. goble",sandeepan banerjee,,,2001.0,2000.0,0
1296,1694,data modelling versus ontology engineering 2002,data modelling in the large martin bertram 1994,"mustafa jarrar , peter spyns , robert meersman",,sigmod record,acm sigmod record,,,0
674,510,query processing in tertiary memory databases sunita sarawagi vldb,a cost model for query processing in high dimensional data spaces christian b &#246; hm acm transactions on database systems ( tods ),,,,,1995.0,2000.0,0
1993,510,aggregate-query processing in data warehousing environments vldb,a cost model for query processing in high dimensional data spaces christian b &#246; hm acm transactions on database systems ( tods ),"venky harinarayan , dallan quass , ashish gupta",,,,1995.0,2000.0,0
674,1030,query processing in tertiary memory databases sunita sarawagi vldb,integrating reliable memory in databases 1997,,"wee teck ng , peter m. chen",,very large data bases,1995.0,,0
640,1030,reordering query execution in tertiary memory databases vldb,integrating reliable memory in databases 1997,"michael stonebraker , sunita sarawagi","wee teck ng , peter m. chen",,very large data bases,1996.0,,0
548,3,model-based information integration in a neuroscience mediator system,xml-based information mediation with mix international conference on management of data 1999,"bertram ludäscher , amarnath gupta , maryann e. martone","chaitan baru , amarnath gupta , bertram lud &#228; scher , richard marciano , yannis papakonstantinou , pavel velikhov , vincent chu",vldb,,2000.0,,0
138,111,type-checking oql queries in the odmg type systems suad alagic 1999,type-checking oql queries in the odmg type systems,,suad alag &#237; c,acm trans . database syst .,acm transactions on database systems ( tods ),,1999.0,1
1631,201,"optimization of queries with user-defined predicates surajit chaudhuri , kyuseok shim 1996","optimization of constrained frequent set queries with 2-variable constraints laks v. s. lakshmanan , raymond ng , jiawei han , alex pang",,,vldb,international conference on management of data,,1999.0,0
924,147,user-adaptive exploration of multidimensional data 2000,"the multidimensional database system rasdaman p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann international conference on management of data",sunita sarawagi,,vldb,,,1998.0,0
58,147,the multidimensional database system rasdaman,"the multidimensional database system rasdaman p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann international conference on management of data","andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado",,sigmod conference,,1998.0,1998.0,1
24,2146,"free parallel data mining bin li , dennis shasha sigmod conference 1998",dms : a parallel data mining server 1998,,felicity george,,very large data bases,,,0
1143,2146,dms : a parallel data mining server felicity a. w. george,dms : a parallel data mining server 1998,,felicity george,vldb,very large data bases,1998.0,,1
2341,1009,querying multiple features of groups in relational databases 1996,"mindreader : querying databases through multiple examples yoshiharu ishikawa , ravishankar subramanya , christos faloutsos very large data bases","damianos chatziantoniou , kenneth a. ross",,vldb,,,1998.0,0
1782,470,fast computation of sparse datacubes vldb,"efficient computation of iceberg cubes with complex measures jiawei han , jian pei , guozhu dong , ke wang international conference on management of data 2001","divesh srivastava , kenneth a. ross",,,,1997.0,,0
2089,934,mining insurance data at swiss life vldb,mining insurance data at swiss life 1997,"jörg-uwe kietz , ulrich reimer , martin staudt","j &#246; rg-uwe kietz , ulrich reimer , martin staudt",,very large data bases,1997.0,,1
921,1831,disima : a distributed and interoperable image database system sigmod conference,revisiting commit processing in distributed database systems 1997,"vincent oria , benjamin bin yao , shu lin , paul iglinski , m. tamer özsu","ramesh gupta , jayant haritsa , krithi ramamritham",,international conference on management of data,2000.0,,0
2092,2054,xpath queries on streaming data sigmod conference,"xpath queries on streaming data feng peng , sudarshan s. chawathe","sudarshan s. chawathe , feng peng",,,international conference on management of data,2003.0,2003.0,1
1501,2054,path queries on compressed xml,"xpath queries on streaming data feng peng , sudarshan s. chawathe","martin grohe , peter buneman , christoph koch",,vldb,international conference on management of data,2003.0,2003.0,0
599,1816,"the drill down benchmark peter a. boncz , tim rühl , fred kwakkel",the bucky object-relational benchmark,,"michael j. carey , david j. dewitt , jeffrey f. naughton , mohammad asgarian , paul brown , johannes e. gehrke , dhaval n. shah",vldb,international conference on management of data,1998.0,1997.0,0
794,68,density biased sampling : an improved method for data mining and clustering sigmod conference,"density biased sampling : an improved method for data mining and clustering christopher r. palmer , christos faloutsos 2000","christopher r. palmer , christos faloutsos",,,international conference on management of data,2000.0,,1
1940,886,commercial use of database technology vldb,integration of data mining with database technology very large data bases 2000,harald schöning,"amir netz , surajit chaudhuri , jeff bernhardt , usama m. fayyad",,,2003.0,,0
49,886,"an overview of data warehousing and olap technology surajit chaudhuri , umeshwar dayal",integration of data mining with database technology very large data bases 2000,,"amir netz , surajit chaudhuri , jeff bernhardt , usama m. fayyad",sigmod record,,1997.0,,0
1940,579,commercial use of database technology vldb,"declare and sds : early efforts to commercialize deductive database technology werner kie &#223; ling , helmut schmidt , werner strau &#223; , gerhard d &#252; nzinger the vldb journal -- the international journal on very large data bases",harald schöning,,,,2003.0,1994.0,0
1184,25,"powerbookmarks : a system for personalizable web information organization , sharing , and management kazuyuki shimazu , sougata mukherjea , yi-leh wu , divyakant agrawal , kyoji hirata , yukiyoshi saito , quoc vu , corey bufi , wen-syan li , kevin chen-chuan chang , edward y. chang , reiko ito , yoshinori hara , yutaka kimura","powerbookmarks : a system for personalizable web information organization , sharing , and management wen-syan li , quoc vu , edward chang , divyakant agrawal , kyoji hirata , sougata mukherjea , yi-leh wu , corey bufi , chen-chuan kevin chang , yoshinori hara , reiko ito , yutaka kimura , kezuyuki shimazu , yukiyoshi saito international conference on management of data",,,sigmod conference,,1999.0,1999.0,1
1268,2227,"semantic access : semantic interface for querying databases naphtali rishe , rukshan athauda , artyom shaposhnikov , jun yuan , dmitry vasilevsky , xiaoling lu , xiaobin ma , shu-ching chen , alexander vaschillo",semantic integration in heterogeneous databases using neural networks 1994,,"wen-syan li , chris clifton",vldb,very large data bases,2000.0,,0
1100,2153,agent-oriented software engineering report on the 4th aose workshop ( aose 2003 ) paolo giorgini sigmod record,agent-oriented software engineering report on the 4th aose workshop ( aose 2003 ) 2003,,paolo giorgini,,acm sigmod record,2003.0,,1
385,307,query optimization for selections using bitmaps ming-chuan wu,materialized view selection and maintenance using multi-query optimization international conference on management of data 2001,,"hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham",sigmod conference,,1999.0,,0
815,307,"incremental maintenance of externally materialized views martin staudt , matthias jarke vldb",materialized view selection and maintenance using multi-query optimization international conference on management of data 2001,,"hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham",,,1996.0,,0
462,307,"optimizing queries using materialized views : a practical , scalable solution per-åke larson , jonathan goldstein sigmod conference",materialized view selection and maintenance using multi-query optimization international conference on management of data 2001,,"hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham",,,2001.0,,0
385,1164,query optimization for selections using bitmaps ming-chuan wu,"parametric query optimization yannis e. ioannidis , raymond t. ng , kyuseok shim , timos k. sellis the vldb journal -- the international journal on very large data bases",,,sigmod conference,,1999.0,1997.0,0
592,1164,open issues in parallel query optimization sigmod record,"parametric query optimization yannis e. ioannidis , raymond t. ng , kyuseok shim , timos k. sellis the vldb journal -- the international journal on very large data bases","waqar hasan , patrick valduriez , daniela florescu",,,,1996.0,1997.0,0
1766,1164,design and analysis of parametric query optimization algorithms vldb 1998,"parametric query optimization yannis e. ioannidis , raymond t. ng , kyuseok shim , timos k. sellis the vldb journal -- the international journal on very large data bases",sumit ganguly,,,,,1997.0,0
385,1718,query optimization for selections using bitmaps ming-chuan wu,"adaptive selectivity estimation using query feedback chungmin melvin chen , nick roussopoulos international conference on management of data",,,sigmod conference,,1999.0,1994.0,0
2009,1718,"one-dimensional and multi-dimensional substring selectivity estimation raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia vldb j.","adaptive selectivity estimation using query feedback chungmin melvin chen , nick roussopoulos international conference on management of data",,,,,2000.0,1994.0,0
1559,219,"multi-step processing of spatial joins ralf schneider , thomas brinkhoff , bernhard seeger , hans-peter kriegel",integration of spatial join algorithms for processing multiple inputs international conference on management of data 1999,,"nikos mamoulis , dimitris papadias",sigmod conference,,1994.0,,0
1559,1722,"multi-step processing of spatial joins ralf schneider , thomas brinkhoff , bernhard seeger , hans-peter kriegel",spatial joins using seeded trees international conference on management of data 1994,,"ming-ling lo , chinya v. ravishankar",sigmod conference,,1994.0,,0
