ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released
We Know Fifth Harmony Reflection $ 1.29,"We Know Pop $ 1.29 ( C ) 2012 Big Machine Records , LLC . 2:57 January 30 , 2015",,Fifth Harmony,,Reflection,"Pop , Music , R&B / Soul , Teen Pop , Dance , Rock",,,,"2014 , 2015 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",,02:57,,30-Jan-15,
Follow You Down ( feat . Bright Lights ) Zedd Clarity ( Deluxe Edition ) $ 1.29 _ ã_ 2013 Interscope Records 5:47,Spectrum [ feat . Matthew Koma ] Zedd Dance & Electronic,,,,Clarity,"Dance , Music",,,$1.29 ,,( C ) 2012 Interscope Records,,04:03,24-Sep-13,9-Oct-12
"The Whisperer ( feat . Sia ) David Guetta Dance , Music , Electronic , House , Rock , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved 3:54","Goodbye Friend ( feat . The Script ) Dance & Electronic $ 1.29 2015 If Moving Your Mine 3:49 November 24 , 2014",,David Guetta,Listen,Listen,,,,,,,,,24-Nov-14,
"Are You Leaving With Him Luke Bryan Country , Music , Contemporary Country $ 1.29 10-Mar-15","Are You Leaving With Him Spring Break ... Checkin ' Out 3:24 March 10 , 2015",,Luke Bryan,Spring Break ... Checkin ' Out,,,Country,,$1.29 ,2015 Capitol Records Nashville,( C ) 2015 Capitol Records Nashville,03:23,,,
"The Whisperer ( feat . Sia ) David Guetta Dance , Music , Electronic , House , Rock , French Pop $ 1.29 24-Nov-14","Listen ( feat . John Legend ) Listen Dance & Electronic 3:46 November 24 , 2014",,David Guetta,Listen,,,,,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",2015 If Moving Your Mine,03:54,,,
Make It Bun Dem ( Alvin Risk Remix ) 2012 OWSLA and Big Beat Records for the United States and WEA International for the world outside the United States . 3:58 28-Aug-12,"Make It Bun Dem ( David Heartbreak Remix ) Make It Bun Dem After Hours EP Dance & Electronic $ 1.29 2015 RGK August 28 , 2012",Skrillex & Damian `` Jr. . Gong '' Marley,Skrillex & Damian Jr Gong '' Marley '',Make It Bun Dem After Hours ( Remixes ),,"Dance , Music , Electronic",,$1.29 ,,,,,03:29,,
Better Than Words,"Better Than Words One Direction Pop $ 1.29 ( C ) 2014 Disney Enterprises , Inc. 3:28 November 25 , 2013",One Direction,,Midnight Memories,Midnight Memories ( Deluxe ),"Pop , Music , Rock , Pop/Rock , Teen Pop , Dance",,$1.29 ,,2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,,03:27,,25-Nov-13,
"The Whisperer ( feat . Sia ) David Guetta Listen Dance , Music , Electronic , House , Rock , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) David Guetta Dance & Electronic $ 1.29 2015 If Moving Your Mine 3:12",,,,Listen ( Deluxe ),,,$1.29 ,,,,03:54,,24-Nov-14,24-Nov-14
"We Dem Boyz ( Louis Futon Remix ) We Dem Boyz ( Louis Futon Remix ) - Single Electronic,Music,Hip-Hop / Rap , Rap 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company",We Dem Boyz [ Explicit ] 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Wiz Khalifa,Wiz Khalifa,,We Dem Boyz [ Explicit ],,Rap & Hip-Hop,$1.29 ,$1.29 ,,,04:19,03:45,1-Jul-14,11-Feb-14
"Cold Game ( feat . Latoiya Williams ) Snoop Dogg & Latoiya Williams Doggumentary Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap $ 1.29 29-Mar-11","Toyz N Da Hood ( Feat . Bootsy Collins ) [ Explicit ] Snoop Dogg $ 1.29 March 29 , 2011",,,,Doggumentary [ Explicit ],,"Rap & Hip-Hop , West Coast",,,"_ ã_ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .","( C ) 2011 Capitol Records , LLC",03:49,02:40,,
"VHS Outro ( Interlude ) X Ambassadors VHS Alternative , Music , Rock , Adult Alternative 2015 KIDinaKORNER/Interscope Records 1:25",Smoke ( Interlude ) [ Explicit ] X Ambassadors $ 1.29 0:24,,,,VHS [ Explicit ],,Alternative Rock,$1.29 ,,,( C ) 2015 KIDinaKORNER/Interscope Records,,,30-Jun-15,30-Jun-15
"See You Again Elle King 2014 RCA Records , a division of Sony Music Entertainment 13-Feb-15",See You Again Love Stuff Alternative Rock $ 1.29,,Elle King,Love Stuff,,"Alternative , Music , Rock",,$1.29 ,,,( C ) 1996 The Island Def Jam Music Group,03:26,03:26,,13-Feb-15
"Remember You ( feat . The Weeknd ) Wiz Khalifa Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",True Colors ( feat . Nicki Minaj ) [ Explicit ] Wiz Khalifa Rap & Hip-Hop $ 1.29,,,O.N.I.F.C. ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],,,,,,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,05:20,04:15,4-Dec-12,19-Aug-14
"Remember You ( feat . The Weeknd ) Wiz Khalifa Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",Bluffin ( feat . Berner ) [ Explicit ] Wiz Khalifa Rap & Hip-Hop $ 1.29 5:32,,,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],,,,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:20,,4-Dec-12,4-Dec-12
Remember You ( feat . The Weeknd ) $ 1.99,Bluffin ( feat . Berner ) [ Explicit ] Wiz Khalifa Rap & Hip-Hop $ 1.29 5:32,Wiz Khalifa,,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:20,,4-Dec-12,4-Dec-12
"Remember You ( feat . The Weeknd ) O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99 4-Dec-12",Bluffin ( feat . Berner ) [ Explicit ] Wiz Khalifa Rap & Hip-Hop $ 1.29 5:32,Wiz Khalifa,,,O.N.I.F.C. [ Explicit ],,,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:20,,,4-Dec-12
"Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex and Diplo Present Jack '`` Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock $ 1.29 2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company 3:30 24-Feb-15",Febreze ( feat . 2 Chainz ) [ Explicit ],Skrillex & Diplo,"Skrillex , Diplo",,Skrillex and Diplo present Jack __ [ Explicit ],,Dance & Electronic,,$1.29 ,,2012 Knight Skreams,,03:34,,24-Feb-15
"Closer ( feat . Mike Posner ) Nick Jonas Nick Jonas ( Deluxe ) Pop , Music , Rock , Pop/Rock 3:48",Closer [ feat . Mike Posner ] [ Clean ] Nick Jonas ( Deluxe ) [ Clean ] Pop 3:48,,Nick Jonas,,,,,$1.29 ,$1.29 ,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC","( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",,,10-Nov-14,10-Nov-14
"Lifted ( feat . Emeli Sand ' © & Professor Green ) Hotel Cabana ( Deluxe Version ) Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock $ 1.29","Pardon Me [ feat . Tanika ] Naughty Boy $ 1.29 ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 2:50 May 6 , 2014",Naughty Boy,,,Hotel Cabana ( Deluxe Version ) [ Explicit ],,Pop,,,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,,04:15,,6-May-14,
Medicated ( feat . Chevy Woods & Juicy J ) Wiz Khalifa 5:30 4-Dec-12,"Bluffin ( feat . Berner ) [ Explicit ] O.N.I.F.C. [ Explicit ] $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States December 4 , 2012",,Wiz Khalifa,O.N.I.F.C.,,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap",Rap & Hip-Hop,$1.29 ,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,05:32,,
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14","Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe ) 3:20 November 24 , 2014",,,,,"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,,$1.29 ,,2015 If Moving Your Mine,03:20,,,
"This Is Not a Love Song Pop Life ( Extended Version ) [ Bonus Version ] Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",Drunk in Love [ Explicit ] 5:23,David Guetta & JD Davis,David Guetta,,Pop for Your Weekend [ Explicit ],,"Dance & Electronic , House",$1.29 ,$1.29 ,_ ã_ 2007 Gum Records,2012 Blue Drum Records,03:46,,18-Sep-07,
Fake ( Demo ) Us and Them ( Deluxe Version ),Fake $ 1.29,Shinedown,Shinedown,,Us And Them,"Rock , Music , Metal , Hard Rock , Alternative",Rock,$1.29 ,,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,2015 Real Sounds,05:05,04:01,4-Oct-05,4-Oct-05
"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music 2010 Gum Prod licence exclusive Parlophone Music France 2:51 21-Aug-09",When Love Takes Over ( Feat . Kelly Rowland ) [ Explicit ] David Guetta One More Love [ Explicit ] $ 1.29 3:11,David Guetta,,,,,Dance & Electronic,$1.29 ,,,"( C ) 2014 Lazy Hooks , LLC Under Exclusive License To Capitol Records , LLC",,,,24-Nov-10
"Uptown Funk ( feat . Bruno Mars ) [ Trinidad James Remix ] Mark Ronson Pop , Music $ 1.29 4:22 29-Jun-15","The Machines ( feat . Cevin Fisher ) The Machines ( feat . Cevin Fisher ) $ 1.29 Toolroom Productions June 22 , 2015",,"Mark Knight , Harry Romero , Chus & Ceballos",Uptown Funk ( Trinidad James Remix ) [ feat . Bruno Mars ] - Single,,,"Electronica , Dance & Electronic , House",,,2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited,,,08:23,,
"Please Come to Boston ( Live ) Kenny Chesney When the Sun Goes Down ( Deluxe Version ) Country , Music , Contemporary Country , Urban Cowboy 2-Feb-04","Live Those Songs ( Live ) Kenny Chesney Country 2012 Pinecastle Records February 2 , 2004",,,,When The Sun Goes Down ( Deluxe Version ),,,$1.29 ,$0.99 ,2007 SONY BMG MUSIC ENTERTAINMENT,,04:00,04:09,,
"Help Me Lose My Mind ( feat . London Grammar ) Electronic , Music 4:04 15-Apr-14","Moving Mountains [ feat . Brendan Reilly ] Disclosure Electronica , Dance & Electronic September 25 , 2015",Disclosure,,Settle ( Deluxe Version ),Caracal ( Deluxe ),,,$1.29 ,$1.29 ,"_ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2015 Island Records , a division of Universal Music Operations Limited",,05:36,,
"Help Me Lose My Mind ( feat . London Grammar ) Electronic , Music 4:04 15-Apr-14","You & Me [ feat . Eliza Doolittle ] Disclosure Settle $ 1.29 ( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited 4:27",Disclosure,,Settle ( Deluxe Version ),,,"Electronica , Dance & Electronic",$1.29 ,,"_ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited",,,,,11-Jun-13
Jimmy Iovine ( feat . Ab-Soul ) The Heist ( Deluxe Edition ) 3:53,Neon Cathedral ( feat . Allen Stone ) Macklemore & Ryan Lewis The Heist [ Clean ] 4:33,Macklemore & Ryan Lewis,,,,"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,"_ ã_ 2012 Macklemore , LLC .",2014 Selena Garcia & Steven Gomez,,,1-Aug-12,9-Oct-12
"Jack Daniels and Jesus Country , Music , Urban Cowboy , Contemporary Country $ 1.29","Jack Daniels and Jesus Chase Rice ( C ) 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,,Ignite the Night,Ignite the Night ( Party Edition ) [ Explicit ],,Country,,$0.89 ,2014 Dack Janiels Records,,03:55,03:55,19-Aug-14,19-Aug-14
"Jack Daniels and Jesus Country , Music , Urban Cowboy , Contemporary Country $ 1.29","Jack Daniels and Jesus ( C ) 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment . 3:55 August 19 , 2014",Chase Rice,Chase Rice,Ignite the Night,Ignite the Night,,Country,,$1.29 ,2014 Dack Janiels Records,,03:55,,19-Aug-14,
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta $ 1.29 24-Nov-14,I Got ta Feeling ( Fmif Remix ) [ Edit ] One Love ( Deluxe Version ) $ 1.29,,David Guetta,Listen ( Deluxe Version ),,"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,03:20,03:54,,21-Aug-09
"Girion , Lord of Dale ( Extended Version ) The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] Soundtrack , Music , Soundtrack , Classical , Original Score _ ã_ 2013 WaterTower Music 10-Dec-13","Path of Destruction James Newton Howard May 27 , 2014",Howard Shore,,,Maleficent ( Original Motion Picture Soundtrack ),,Soundtracks,$1.29 ,$1.29 ,,"( C ) 2014 Disney Enterprises , Inc.",04:15,01:48,,
Second Chance 2:27,"Second Chance $ 1.29 2:27 June 11 , 2013",Disclosure,Disclosure,Settle ( Deluxe Version ),Settle,"Electronic , Music","Electronica , Dance & Electronic",$1.29 ,,"_ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",,,15-Apr-14,
"Young , Wild & Free ( feat . Bruno Mars ) Snoop Dogg $ 1.99 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 12-Dec-11","No Thang On Me ( Album Version ( Explicit ) ) [ feat . Bootsy Collins ] [ Explicit ] R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ) Gangsta & Hardcore , Rap & Hip-Hop $ 0.99 ( C ) 2004 Geffen Records 4:41",,Snoop Dogg,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],,"Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack",,,,,,04:12,,,16-Nov-04
"I Ca n't Go There ( Acoustic Version ) No Shoes , No Shirt , No Problems $ 0.99 2002 BMG 3:45","I Ca n't Go There ( Acoustic Version ) Kenny Chesney No Shoes , No Shirt , No Problems Country 3:45 April 2 , 2002",Kenny Chesney,,,,"Country , Music , Contemporary Country , Urban Cowboy",,,$0.99 ,,Underground Avenue,,,2-Apr-02,
This Love ( Will Be Your Downfall ) Bright Lights ( Deluxe Version ) 29-Nov-10,This Love ( Will Be Your Downfall ) Ellie Goulding $ 1.29 ( C ) 2011 Polydor Ltd. ( UK ) 3:53,Ellie Goulding,,,Lights,"Pop , Music , Dance , Rock",Pop,$1.29 ,,_ ã_ 2010 Polydor Ltd. ( UK ),,03:53,,,8-Mar-11
Thank Me Now 5:28,Show Me A Good Time ( Explicit ) Rap & Hip-Hop $ 1.29 3:30,Drake,Drake,Thank Me Later,Thank Me Later ( Explicit Version ) [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",,$1.29 ,,2010 Young Money Entertainment/Cash Money Records/Universal Motown,( C ) 2010 Young Money Entertainment/Cash Money Records,,,16-Jun-10,15-Jun-10
"Cowboy Boots Macklemore & Ryan Lewis The Heist $ 1.29 2012 Macklemore , LLC . 4:15 9-Oct-12","Cowboy Boots The Heist [ Explicit ] 2014 Selena Garcia & Steven Gomez 4:17 October 9 , 2012",,Macklemore & Ryan Lewis,,,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap",Rap & Hip-Hop,,$1.29 ,,,,,,
Old Blue Chair 3:23,Old Blue Chair $ 1.29 2012 Pinecastle Records 3:25,Kenny Chesney,Kenny Chesney,When the Sun Goes Down,When The Sun Goes Down ( Deluxe Version ),"Country , Music , Contemporary Country , Urban Cowboy",Country,$1.29 ,,2004 Sony Music Entertainment,,,,1-Jan-90,2-Feb-04
"Medicated ( feat . Chevy Woods & Juicy J ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap 5:30 4-Dec-12",The Bluff ( feat . Cam ` Ron ) [ Explicit ] Wiz Khalifa O.N.I.F.C. [ Explicit ] Rap & Hip-Hop,Wiz Khalifa,,O.N.I.F.C.,,,,$1.29 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,03:48,,4-Dec-12
"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) Dance , Music , Rock , House , Electronic 26-Aug-11",Repeat ( Feat . Jessie J ) $ 1.29 2009 Andy Henningsen,David Guetta,David Guetta,Nothing But the Beat,Nothing But The Beat [ Clean ],,Dance & Electronic,$1.29 ,,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",,03:34,03:26,,26-Aug-11
"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 21-Aug-09","Bloody War ( Album Version ( Edited ) ) [ feat . BG ] [ Clean ] September 20 , 2005",,David Banner,,Certified ( Edited Version ),,Rap & Hip-Hop,$1.29 ,$0.99 ,2010 Gum Prod licence exclusive Parlophone Music France,"( C ) 2014 Island Records , a division of UMG Recordings , Inc.",02:51,04:27,,
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29,Gettin ' Over You ( Feat . Fergie & Lmfao ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",,,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,,02:51,03:07,21-Aug-09,21-Aug-09
"Bumpin ' the Night Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country $ 1.29","Bumpin ' The Night ( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",Florida Georgia Line,Florida Georgia Line,Anything Goes,Anything Goes,,Country,,$1.29 ,"_ ã_ 2014 Big Machine Label Group , LLC",,03:42,03:41,14-Oct-14,14-Oct-14
Thriller ( Live From Hammersmith Palais ),"Thriller ( Live From Hammersmith Palais ) ( C ) 2007 The Island Def Jam Music Group 3:32 November 20 , 2007",Fall Out Boy,Fall Out Boy,Infinity On High ( Deluxe Edition ),Infinity On High - Deluxe Bonus EP,"Alternative , Music , Rock , Adult Alternative , Punk",Alternative Rock,$0.99 ,$0.99 ,2007 The Island Def Jam Music Group,,03:32,,20-Nov-07,
"My Songs Know What You Did In the Dark ( Light Em Up ) Fall Out Boy _ ã_ 2013 UMG Recordings , Inc. and Sony Music Entertainment","My Songs Know What You Did In The Dark ( Light Em Up ) ( 2 Chainz Remix ) Alternative Rock $ 1.29 August 13 , 2013",,Fall Out Boy,"Now That 's What I Call Music , Vol . 46",My Songs Know What You Did In The Dark ( Light Em Up ) ( 2 Chainz Remix ),"Pop , Music",,Album Only,,,( C ) 2013 The Island Def Jam Music Group,03:06,03:30,7-May-13,
"Is It Love P!NK Ca n't Take Me Home Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B 1999 , 2000 LaFace Records LLC 5-May-97","Is It Love P!nk Ca n't Take Me Home Pop ( C ) 2008 Concord Music Group , Inc. May 17 , 1999",,,,,,,$0.99 ,$0.99 ,,,03:38,03:38,,
"Remark Pop , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Rock , Adult Alternative $ 0.99 2011 Great Unknown , LLC","Remark Rachel Platten 2014 Great Unknown , LLC April 26 , 2011",Rachel Platten,,Be Here,Be Here,,Pop,,$0.99 ,,,02:57,02:57,26-Apr-11,
"Dirty Vibe ( Ricky Remedy Remix ) Skrillex Dirty Vibe ( Remixes ) - EP Dance , Music 2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States . 3:42",Scary Monsters And Nice Sprites ( Noisa Remix ) $ 1.29 ( c ) 2013 Digitop Ltd,,Skrillex,,Scary Monsters And Nice Sprites EP [ Explicit ],,"Electronica , Dance & Electronic , Dubstep",$1.29 ,,,,,03:24,15-Dec-14,21-Dec-10
Son of Sam ( Bonus Track ) Shinedown,"Her Name Is Alice ( Bonus Track ) Rock $ 1.29 2005 Z Records 3:38 June 24 , 2008",,Shinedown,The Sound of Madness ( Deluxe Version ),The Sound Of Madness [ Explicit ] [ Deluxe ],"Rock , Music , Metal , Alternative , Grunge , Hard Rock",,Album Only,,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,,03:37,,23-Jun-08,
"Songs Like This Carrie Underwood Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock","This Time Play On Country $ 1.29 November 3 , 2009",,Carrie Underwood,Play On,,,,$1.29 ,,"_ ã_ 2009 19 Recordings Limited , under exclusive license to Arista Nashville","( P ) 2009 19 Recordings Limited , under exclusive license to Arista Nashville",02:37,03:52,3-Nov-09,
"VHS Outro ( Interlude ) X Ambassadors Alternative , Music , Rock , Adult Alternative $ 1.29 1:25 30-Jun-15","Smoke ( Interlude ) [ Explicit ] VHS [ Explicit ] $ 1.29 ( C ) 2015 KIDinaKORNER/Interscope Records 0:24 June 30 , 2015",,X Ambassadors,VHS,,,Alternative Rock,,,2015 KIDinaKORNER/Interscope Records,,,,,
"If I Am a Stranger ( Live In Amsterdam ) Singer/Songwriter , Music , Rock 2012 PAXAM RECORDS 2-Jul-12","Firecracker ( Live in Amsterdam ) Ryan Adams Folk , Rock 3:17",Ryan Adams,,Live After Deaf ( Live ) [ Complete Collection ],Live After Deaf ( Amsterdam ),,,$0.99 ,$0.99 ,,2012 PAXAM RECORDS,05:10,,,2-Jul-12
"If I Am a Stranger ( Live In Amsterdam ) Singer/Songwriter , Music , Rock 2012 PAXAM RECORDS 2-Jul-12","Dirty Rain ( Live in Cork ) Ryan Adams $ 0.99 4:24 July 2 , 2012",Ryan Adams,,Live After Deaf ( Live ) [ Complete Collection ],Live After Deaf ( Collection ),,"Folk , Rock",$0.99 ,,,2012 PAXAM RECORDS,05:10,,,
Glasgow David Guetta Nothing But the Beat - The Electronic Album,Glasgow David Guetta Nothing But The Beat - The Electronic Album 5:13,,,,,"Dance , Music , Electronic , House , Rock",Dance & Electronic,$0.99 ,$0.99 ,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",2009 Andy Henningsen,05:13,,26-Aug-11,26-Aug-11
"Remember You ( feat . The Weeknd ) Wiz Khalifa Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99","Let It Go ( feat . Akon ) [ Explicit ] Wiz Khalifa Rap & Hip-Hop 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:18 December 4 , 2012",,,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],,,,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,05:20,,4-Dec-12,
"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 2:51","Choose ( Feat . Ne-Yo & Kelly Rowland ; Continuous Mix Version ) David Guetta $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 3:16 August 21 , 2009",,,,One Love ( Deluxe Version ),,Dance & Electronic,$1.29 ,,2010 Gum Prod licence exclusive Parlophone Music France,,,,21-Aug-09,
"Make It Bun Dem ( Alvin Risk Remix ) Dance , Music , Electronic $ 1.29 2012 OWSLA and Big Beat Records for the United States and WEA International for the world outside the United States . 3:58 28-Aug-12",Take __ There ( feat . Kiesza ) [ Felix Cartal Remix ] Take __ There ( feat . Kiesza ) [ Remixes ] Dance & Electronic,Skrillex & Damian `` Jr. . Gong '' Marley,Skrillex & Diplo,Make It Bun Dem After Hours ( Remixes ),,,,,$1.29 ,,2010 Robbins Entertainment LLC,,04:22,,23-Dec-14
You Belong With Me ( Instrumental With Background Vocals ) Taylor Swift,"How You Get The Girl ( Karaoke Version ) Taylor Swift Pop ( C ) 2014 Big Machine Records , LLC March 3 , 2015",,,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),Taylor Swift Karaoke : 1989,"Country , Music",,$0.99 ,$1.29 ,"_ ã_ 2009 Big Machine Records , LLC",,03:57,04:05,7-Apr-09,
"Stars Come Out ( Tim Mason Remix ) Zedd Stars Come Out ( Remixes ) - EP Dance , Music , Electronic , House 2012 Dim Mak Inc.",Stars Come Out ( Dillon Francis Remix ) Zedd Stars Come Out [ Dillon Francis Remix ] $ 1.29,,,,,,Dance & Electronic,$1.29 ,,,2012 Dim Mak Inc.,05:49,04:08,20-May-14,20-May-14
"Money Right ( feat . Rick Ross & Brisco ) Hip-Hop/Rap , Music , Pop , Dirty South $ 1.29 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:16 18-Mar-08","Elevator ( feat . Timbaland ) Flo Rida 2013 Warner Bros. . Records Inc. March 18 , 2008",Flo Rida,,Mail On Sunday,Mail On Sunday [ Clean ],,"Rap & Hip-Hop , Southern Rap , Pop Rap",,$1.29 ,,,,03:50,,
"I Almost Do Taylor Swift Country , Music , Rock , Contemporary Country , Honky Tonk , Pop , Teen Pop _ ã_ 2012 Big Machine Records , LLC . 22-Oct-12","I Almost Do Taylor Swift Red Country ( C ) 2012 Big Machine Records , LLC . October 30 , 2012",,,Red,,,,$1.29 ,$1.29 ,,,04:04,04:02,,
